trade_id,action,open_ts,close_ts,open,close,duration,sl,tp,high,low,mr,sr,win,CMR,CSR
1423785600.0,Sell,2015-02-13,2015-02-19,224.0,236.0,6,False,False,264.8,207.0,1.0137457044673541,1.0,False,1.0137457044673541,1.0
1424304000.0,Buy,2015-02-19,2015-02-22,236.0,240.12,3,False,False,248.5,236.0,1.0174576271186442,1.0154401694915256,True,1.0314432989690725,1.0154401694915256
1424563200.0,Sell,2015-02-22,2015-02-23,240.12,235.0,1,False,False,247.44,235.0,0.9786773280026653,1.0,True,1.009450171821306,1.0154401694915256
1424649600.0,Buy,2015-02-23,2015-02-24,235.0,236.12,1,False,False,239.9,234.08,1.0047659574468086,1.0027611914893617,True,1.0142611683848801,1.0182439942454815
1424736000.0,Sell,2015-02-24,2015-02-25,236.12,238.0,1,False,False,238.0,236.12,1.0079620531932916,1.0,False,1.0223367697594505,1.0182439942454815
1424822400.0,Buy,2015-02-25,2015-03-20,238.0,255.0,23,False,False,300.0,235.0,1.0714285714285712,1.069357142857143,True,1.0953608247422681,1.0888664884177932
1426809600.0,Sell,2015-03-20,2015-05-04,255.0,240.36,45,False,False,272.49,216.34,0.9425882352941176,1.0,True,1.0324742268041238,1.0888664884177932
1430697600.0,Buy,2015-05-04,2015-05-07,240.36,228.0,3,False,False,242.11,228.0,0.9485771342985521,0.9466285571642536,False,0.979381443298969,1.030752112875443
1430956800.0,Sell,2015-05-07,2015-05-08,228.0,235.71,1,False,False,242.44,227.0,1.0338157894736844,1.0,False,1.0125000000000002,1.030752112875443
1431043200.0,Buy,2015-05-08,2015-05-14,235.71,235.09,6,False,False,244.0,234.13,0.9973696491451359,0.9953722794959908,False,1.0098367697594504,1.0259820801881387
1431561600.0,Sell,2015-05-14,2015-05-15,235.09,236.47,1,False,False,237.99,235.0,1.0058700923050747,1.0,False,1.0157646048109967,1.0259820801881387
1431648000.0,Buy,2015-05-15,2015-05-19,238.51,233.34,4,False,False,240.05,231.91,0.9867636486657927,0.9763454362500524,False,1.0023195876288662,1.0017129216660245
1431993600.0,Sell,2015-05-19,2015-05-25,233.34,240.68,6,False,False,244.0,231.1,1.031456244107311,1.0,False,1.033848797250859,1.0017129216660245
1432512000.0,Buy,2015-05-25,2015-05-26,240.68,235.92,1,False,False,240.68,234.83,0.9802227023433604,0.9782424796410171,False,1.0134020618556698,0.9799181323790197
1432598400.0,Sell,2015-05-26,2015-05-27,236.19,236.03,1,False,False,237.11,235.17,1.0004662597490674,1.0,False,1.0138745704467351,0.9799181323790197
1432684800.0,Buy,2015-05-27,2015-05-28,236.03,235.3,1,False,False,238.0,234.77,0.9969071728170148,0.9949102656441978,False,1.01073883161512,0.9749306093947767
1432771200.0,Sell,2015-05-28,2015-06-17,235.3,247.14,20,False,False,251.0,220.34,1.0503187420314493,1.0,False,1.0615979381443297,0.9749306093947767
1434499200.0,Buy,2015-06-17,2015-07-23,247.14,276.98,36,False,False,316.01,227.0,1.1207412802460146,1.1186205389657686,True,1.1897766323024055,1.0905774037354103
1437609600.0,Sell,2015-07-23,2015-07-26,276.98,288.92,3,False,False,291.81,276.03,1.043107805617734,1.0,False,1.24106529209622,1.0905774037354103
1437868800.0,Buy,2015-07-26,2015-08-01,288.92,293.48,6,False,False,296.8,280.0,1.0157829156860032,1.013767132770317,True,1.2606529209621995,1.1055915276489434
1438387200.0,Sell,2015-08-01,2015-09-09,293.48,243.27,39,False,False,293.48,188.11,0.8289150879105905,1.0,True,1.0449742268041244,1.1055915276489434
1441756800.0,Buy,2015-09-09,2015-09-10,243.27,239.03,1,False,False,244.97,238.18,0.9825708061002179,0.9805882352941176,False,1.0267611683848805,1.084130045053405
1441843200.0,Sell,2015-09-10,2015-09-11,239.03,238.16,1,False,False,240.46,236.99,0.9963602895034096,1.0,True,1.0230240549828187,1.084130045053405
1441929600.0,Buy,2015-09-11,2015-09-16,238.16,229.12,5,False,False,242.12,226.32,0.9620423244877394,0.9600802821632517,False,0.9841924398625438,1.0408518795565318
1442361600.0,Sell,2015-09-16,2015-10-04,229.12,238.8,18,False,False,240.0,223.1,1.0422486033519558,1.0,False,1.02577319587629,1.0408518795565318
1443916800.0,Buy,2015-10-04,2015-11-15,238.8,329.74,42,False,False,489.99,233.0,1.3808207705192639,1.3784399497487432,True,1.4164089347079065,1.4347518125517906
1447545600.0,Sell,2015-11-15,2015-12-01,329.74,378.5,16,False,False,380.68,310.0,1.1478740826105414,1.0,False,1.6258591065292123,1.4347518125517906
1448928000.0,Buy,2015-12-01,2015-12-29,378.5,418.78,28,False,False,467.69,349.2,1.1064200792602374,1.104313659180977,True,1.79888316151203,1.5844160241356071
1451347200.0,Sell,2015-12-29,2016-01-10,418.78,451.38,12,False,False,460.0,416.61,1.077845169301304,1.0,False,1.938917525773199,1.5844160241356071
1452384000.0,Buy,2016-01-10,2016-01-14,451.38,433.98,4,False,False,455.0,427.17,0.9614515485843415,0.959490097035757,False,1.864175257731962,1.520231484742882
1452729600.0,Sell,2016-01-14,2016-02-15,433.98,403.25,32,False,False,437.15,351.76,0.9291902852666025,1.0,True,1.732173539518904,1.520231484742882
1455494400.0,Buy,2016-02-15,2016-02-16,403.25,396.0,1,False,False,409.31,392.0,0.9820210787352759,0.9800390576565406,False,1.701030927835055,1.4898862317272177
1455580800.0,Sell,2016-02-16,2016-02-17,396.0,405.5,1,False,False,408.6,390.1,1.023989898989899,1.0,False,1.7418384879725122,1.4898862317272177
1455667200.0,Buy,2016-02-17,2016-03-06,405.5,394.52,18,False,False,444.0,388.4,0.9729223181257698,0.970949395807645,False,1.6946735395189023,1.4466041365176712
1457222400.0,Sell,2016-03-06,2016-03-25,394.52,415.96,19,False,False,429.7,387.27,1.0543445199229444,1.0,False,1.7867697594501741,1.4466041365176712
1458864000.0,Buy,2016-03-25,2016-03-31,415.96,413.38,6,False,False,430.0,405.0,0.9937974805269736,0.9918036830464468,False,1.7756872852233696,1.4347473105084512
1459382400.0,Sell,2016-03-31,2016-04-02,413.38,417.9,2,False,False,419.99,412.42,1.0109342493589435,1.0,False,1.7951030927835074,1.4347473105084512
1459555200.0,Buy,2016-04-02,2016-04-07,417.9,422.78,5,False,False,424.97,417.54,1.0116774347930129,1.0096657573582197,True,1.8160652920962226,1.4486152298821842
1459987200.0,Sell,2016-04-07,2016-04-08,422.78,422.61,1,False,False,424.39,420.06,0.9995978996168221,1.0,True,1.8153350515463946,1.4486152298821842
1460073600.0,Buy,2016-04-08,2016-04-17,422.61,429.12,9,False,False,434.23,415.0,1.0154042734436006,1.013388869170157,True,1.8432989690721682,1.4680105496729736
1460851200.0,Sell,2016-04-17,2016-04-18,429.12,427.87,1,False,False,431.37,424.58,0.9970870618941089,1.0,True,1.837929553264608,1.4680105496729736
