time,date,open,high,low,close,signal,ADX,PP,R1,S1,R2,S2,R3,S3,R4,S4,sl_price,sl,tp_price,tp,new_trade,trade_id,open_price,close_price,ctr,margin,summargin,fee,ctrf,SR,DR,CSR,CMR,y_pred,y_pred_val,y_pred_id,Price_Rise,date_to
1423785600,2015-02-13,224.0,240.0,207.0,232.8,Sell,20.37611017042359,226.6,246.2,213.2,259.6,193.6,279.2,180.2,298.79999999999995,166.79999999999998,,False,0.0,False,True,1423785600.0,224.0,232.8,1.0,0,0,0.0,1.0,1.0,,1.0,,False,0,0.0,0,2015-02-14
1423872000,2015-02-14,232.8,250.0,228.0,250.0,Sell,25.410043581803347,242.66666666666666,257.3333333333333,235.33333333333331,264.66666666666663,220.66666666666666,279.3333333333333,213.33333333333331,294.0,205.99999999999997,259.6,False,0.0,False,False,1423785600.0,224.0,250.0,1.0,0,0,0.0,1.0,1.0,1.0738831615120275,1.0,1.0738831615120275,False,0,0.0,1,2015-02-15
1423958400,2015-02-15,250.0,264.8,228.0,233.94,Sell,31.962179838970744,242.24666666666667,256.49333333333334,219.69333333333333,279.0466666666667,205.44666666666666,293.29333333333335,182.89333333333332,307.54,160.33999999999997,264.66666666666663,False,0.0,False,False,1423785600.0,224.0,233.94,1.0,0,0,0.0,1.0,1.0,0.93576,1.0,1.0048969072164948,False,0,0.0,0,2015-02-16
1424044800,2015-02-16,233.94,250.66,227.67,250.66,Sell,37.213669452810095,242.99666666666667,258.3233333333334,235.33333333333334,265.9866666666667,220.00666666666666,281.3133333333334,212.34333333333333,296.64000000000004,204.68,279.0466666666667,False,0.0,False,False,1423785600.0,224.0,250.66,1.0,0,0,0.0,1.0,1.0,1.0714713174318202,1.0,1.0767182130584194,False,0,0.0,1,2015-02-17
1424131200,2015-02-17,250.66,250.66,230.3,249.98,Sell,41.589910797676225,243.64666666666668,256.99333333333334,236.63333333333335,264.00666666666666,223.2866666666667,277.35333333333335,216.27333333333337,290.7,209.26000000000005,265.9866666666667,False,0.0,False,False,1423785600.0,224.0,249.98,1.0,0,0,0.0,1.0,1.0,0.9972871618926035,1.0,1.0737972508591067,False,0,0.0,0,2015-02-18
1424217600,2015-02-18,249.98,249.98,230.3,236.0,Sell,45.23677858506466,238.76,247.21999999999997,227.54,258.44,219.08,266.9,207.86,275.3599999999999,196.64000000000001,264.00666666666666,False,0.0,False,False,1423785600.0,224.0,236.0,1.0,0,0,0.0,1.0,1.0,0.9440755260420834,1.0,1.0137457044673541,False,0,0.0,0,2015-02-19
1424304000,2015-02-19,236.0,244.06,236.0,240.1,Buy,48.275835074555026,240.0533333333333,244.10666666666663,236.04666666666662,248.11333333333334,231.9933333333333,252.16666666666663,227.98666666666662,256.2199999999999,223.97999999999993,264.00666666666666,False,472.0,False,True,1424304000.0,236.0,240.1,1.0173728813559322,0,0,0.002017372881355932,1.0153555084745762,1.0153555084745762,1.0173728813559322,1.0153555084745762,1.0313573883161513,True,1,1000.0,1,2015-02-20
1424390400,2015-02-20,240.1,248.5,240.1,241.03,Buy,51.873345335616044,243.21,246.32000000000002,237.92000000000002,251.61000000000004,234.81,254.72000000000003,229.52,257.83000000000004,224.23000000000002,264.00666666666666,False,480.2,False,False,1424304000.0,236.0,241.03,1.021313559322034,0,0,0.0020213135593220343,1.0192922457627118,1.0038772008969055,1.0038733860891296,1.0192922457627118,1.035352233676976,True,1,1000.0,1,2015-02-21
1424476800,2015-02-21,241.03,244.09,240.09,240.12,Buy,54.857892755424416,241.4333333333333,242.7766666666666,238.7766666666666,245.4333333333333,237.4333333333333,246.7766666666666,234.7766666666666,248.11999999999992,232.11999999999992,264.00666666666666,False,482.06,False,False,1424304000.0,236.0,240.12,1.0174576271186442,0,0,0.002017457627118644,1.0154401694915256,0.9962208323597088,0.9962245363647679,1.0154401694915256,1.0314432989690723,True,1,1000.0,0,2015-02-22
1424563200,2015-02-22,240.12,247.44,235.0,235.0,Sell,51.007046187136865,239.14666666666668,243.29333333333335,230.85333333333335,251.5866666666667,226.70666666666668,255.73333333333335,218.41333333333336,259.88,210.12000000000003,245.4333333333333,False,0.0,False,True,1424563200.0,240.12,235.0,1.0,0,0,0.0,1.0,1.0,0.9786773280026653,1.0154401694915256,1.0094501718213058,False,0,0.0,0,2015-02-23
