trade_id,action,open_ts,close_ts,open,close,duration,sl,tp,high,low,mr,sr,win,CMR,CSR
1539129600.0,Sell,2018-10-10,2018-10-30,226.31,194.39,20,False,False,226.31,184.11,0.8704159763578564,1.0,True,0.8704159763578564,1.0
1540857600.0,Buy,2018-10-30,2018-11-16,194.4,178.38,17,False,False,223.17,165.0,0.9176397962858173,0.9099222222222222,False,0.798728339228944,0.9099222222222222
1542326400.0,Sell,2018-11-16,2018-12-22,178.38,107.68,36,False,False,180.38,80.56,0.6036551182868035,1.0,True,0.48215645009627034,0.9099222222222222
1545436800.0,Buy,2018-12-22,2019-01-12,107.74,125.92,21,False,False,161.0,105.34,1.1693907875185738,1.1600645999628738,True,0.5638293108852375,1.0555685587195514
1547251200.0,Sell,2019-01-12,2019-01-13,125.92,124.45,1,False,False,127.99,122.61,0.9883259212198221,1.0,True,0.5572471230913898,1.0555685587195514
1547337600.0,Buy,2019-01-13,2019-01-16,124.45,120.0,3,False,False,131.7,113.5,0.9642426677380475,0.9563856970670952,False,0.5373214525589938,1.0095306718331072
1547596800.0,Sell,2019-01-16,2019-02-10,119.92,117.98,25,False,False,128.88,100.03,0.9831666666666666,1.0,True,0.5282765414409174,1.0095306718331072
1549756800.0,Buy,2019-02-10,2019-03-09,117.98,132.74,27,False,False,166.62,114.21,1.1251059501610443,1.1166055263604002,True,0.5943670801056736,1.127247527199175
1552089600.0,Sell,2019-03-09,2019-03-15,132.74,131.36,6,False,False,138.27,127.45,0.9896037366279944,1.0,True,0.5881878834012451,1.127247527199175
1552608000.0,Buy,2019-03-15,2019-04-26,131.36,152.1,42,False,False,187.81,130.59,1.1578867235079167,1.1492551766138854,True,0.6810549411185242,1.2954950559588536
1556236800.0,Sell,2019-04-26,2019-05-02,152.09,158.36,6,False,False,163.08,148.18,1.041157133464826,1.0,False,0.7090852102270184,1.2954950559588536
1556755200.0,Buy,2019-05-02,2019-05-03,158.36,158.81,1,False,False,160.51,154.6,1.0028416266734024,0.9948302601667087,False,0.7111001656741146,1.2887976835642312
1556841600.0,Sell,2019-05-03,2019-05-04,158.81,164.8,1,False,False,169.0,157.93,1.0377180278320006,1.0,False,0.7379214615143511,1.2887976835642312
1556928000.0,Buy,2019-05-04,2019-05-07,164.8,171.2,3,False,False,175.95,157.0,1.0388349514563107,1.0306796116504853,True,0.7665786056508308,1.3283374959920269
1557187200.0,Sell,2019-05-07,2019-05-08,171.2,166.23,1,False,False,180.75,165.6,0.9709696261682244,1.0,True,0.7443245421573459,1.3283374959920269
1557273600.0,Buy,2019-05-08,2019-06-07,166.23,249.29,30,False,False,288.9,163.5,1.499669133128798,1.489670456596282,True,1.1162405409035963,1.9787851241684045
1559865600.0,Sell,2019-06-07,2019-06-08,249.29,249.5,1,False,False,255.0,244.51,1.0008423923944,1.0,False,1.1171808534455745,1.9787851241684045
1559952000.0,Buy,2019-06-08,2019-06-11,249.5,247.82,3,False,False,250.76,226.56,0.9932665330661322,0.9852934669338677,False,1.1096583531097486,1.949684055309051
1560211200.0,Sell,2019-06-11,2019-06-12,247.82,245.17,1,False,False,249.0,237.55,0.989306754902752,1.0,True,1.0977925043657375,1.949684055309051
1560297600.0,Buy,2019-06-12,2019-06-15,245.17,263.83,3,False,False,266.18,243.21,1.0761104539707138,1.0678060121548314,True,1.1813459902386605,2.0818843560614178
