date,MR,SR,CMR,CSR
2018-10,0.8815653964984556,1.0047061728395061,0.8815653964984556,1.0047061728395061
2018-11,0.5670459162941895,0.9056600295891434,0.49988805803071723,0.9099222222222221
2018-12,1.172160515944106,1.2057323185446447,0.5859490440155827,1.0971226306952953
2019-01,0.8076570380559376,0.920162107305473,0.4732458693413337,1.0095306718331072
2019-02,1.27277888163497,1.1316324800813697,0.602337348318632,1.1424176978847105
2019-03,1.0503270889087122,1.0531188445632316,0.6326512336005017,1.2031016060049333
2019-04,1.1349706277868217,1.076796049055845,0.7180405677696685,1.295495055958854
2019-05,1.6684958842604154,1.6396789766180202,1.1980477320557037,2.124196007568319
2019-06,1.0820002989983555,1.0449163147120792,1.2962880042985732,2.2196070639544
2019-07,0.7553713298791019,0.9271543161794172,0.9791787937133403,2.0579182695676455
2019-08,0.7861715749039692,0.8559988980716252,0.7698025343661855,1.7615757710713702
2019-09,1.0558980921358774,0.9139084899983668,0.8128330273586185,1.6099190529575447
2019-10,1.0050680328320385,1.017515156526694,0.8169524918282373,1.638117037165403
2019-11,0.831679912304741,0.8065453769631028,0.6794429767608481,1.321215723250251
2019-12,0.8474364043759064,0.9694227229014973,0.5757847132046756,1.2808165439735295
2020-01,1.3973092775487987,1.331531940298507,0.8045493216316676,1.7054481379635018
2020-02,1.2120436331255562,1.2126806246289763,0.975148882819148,2.0681639132179037
2020-03,0.6111672329874183,0.996887643157742,0.5959790444633508,2.061727049111689
2020-04,1.5492111194590532,1.5514119823251529,0.9232973626472045,3.1985880482757527
2020-05,1.1239573229873911,1.0821347388449978,1.0377468320422705,3.4613032422936127
2020-06,0.973765964791163,0.8960596886172317,1.0105225451126145,3.1015343054994293
2020-07,1.5375753278979085,1.558854294666191,1.5537545336497574,4.834840072182307
2020-08,1.2260518731988472,1.2266459324830081,1.9049836564724862,5.93063690874828
