,date,open,high,low,close,signal,ADX,PP,R1,S1,R2,S2,R3,S3,R4,S4,sl_price,sl,tp_price,tp,new_trade,trade_id,open_price,close_price,ctr,margin,summargin,fee,ctrf,SR,DR,CSR,CMR,y_pred,y_pred_val,y_pred_id,Price_Rise,date_to
67,2019-03-09,132.74,138.27,131.86,136.41,Sell,21.128563950070127,135.51333333333332,139.16666666666663,132.75666666666663,141.9233333333333,129.10333333333332,145.57666666666663,126.34666666666664,149.22999999999993,123.58999999999995,143.03999999999996,False,0.0,False,False,55.0,131.74,136.41,1.0,0,0,0.0,1.0,1.0,1.0276480337501883,0.937399309723315,1.0961028525512255,False,0.25,250.0,1,2019-03-10
68,2019-03-10,136.41,136.83,133.3,134.67,Sell,20.32949792606224,134.9333333333333,136.5666666666666,133.0366666666666,138.4633333333333,131.4033333333333,140.0966666666666,129.5066666666666,141.7299999999999,127.6099999999999,141.9233333333333,False,0.0,False,False,55.0,131.74,134.67,1.0,0,0,0.0,1.0,1.0,0.9872443369254453,0.937399309723315,1.0821213338690239,False,0.0,0.0,0,2019-03-11
69,2019-03-11,134.67,135.59,130.45,131.8,Sell,22.376204473901243,132.61333333333332,134.77666666666664,129.63666666666663,137.75333333333333,127.4733333333333,139.91666666666666,124.49666666666661,142.07999999999998,121.51999999999992,138.4633333333333,False,0.0,False,False,55.0,131.74,131.8,1.0,0,0,0.0,1.0,1.0,0.9786886463206358,0.937399309723315,1.0590598633989556,False,0.0,0.0,0,2019-03-12
70,2019-03-12,131.8,134.4,127.45,132.91,Sell,26.297285006079374,131.58666666666667,135.72333333333336,128.77333333333334,138.5366666666667,124.63666666666667,142.67333333333335,121.82333333333334,146.81,119.01,137.75333333333333,False,0.0,False,False,55.0,131.74,132.91,1.0,0,0,0.0,1.0,1.0,1.0084218512898329,0.937399309723315,1.0679791080755323,False,0.25,250.0,1,2019-03-13
71,2019-03-13,132.91,132.91,130.18,131.26,Sell,29.56485211622781,131.45000000000002,132.72000000000003,129.99000000000004,134.18,128.72000000000003,135.45000000000002,127.26000000000005,136.72000000000003,125.80000000000007,138.5366666666667,False,0.0,False,False,55.0,131.74,131.26,1.0,0,0,0.0,1.0,1.0,0.98758558422993,0.937399309723315,1.0547207713941342,False,0.0,0.0,0,2019-03-14
72,2019-03-14,131.26,136.25,128.0,131.36,Sell,26.445441152539757,131.87,135.74,127.49000000000001,140.12,123.62,143.99,119.24000000000001,147.86,114.86000000000001,134.18,False,0.0,False,False,55.0,131.74,131.36,1.0,0,0,0.0,1.0,1.0,1.0007618467164408,0.937399309723315,1.0555243069505826,False,0.0,0.0,1,2019-03-15
73,2019-03-15,131.36,136.9,131.36,135.89,Sell,22.86441941633548,134.71666666666667,138.07333333333332,132.53333333333333,140.25666666666666,129.17666666666668,143.61333333333332,126.99333333333334,146.96999999999997,124.81,140.12,False,0.0,False,False,55.0,131.74,135.89,1.0,0,0,0.0,1.0,1.0,1.0344853836784407,0.937399309723315,1.0919244676576936,False,0.25,250.0,1,2019-03-16
74,2019-03-16,135.89,143.75,135.83,140.4,Sell,25.256997279999457,139.99333333333334,144.15666666666667,136.23666666666668,147.91333333333333,132.07333333333335,152.07666666666665,128.3166666666667,156.23999999999998,124.56000000000003,140.25666666666666,False,0.0,False,False,55.0,131.74,140.4,1.0,0,0,0.0,1.0,1.0,1.0331886084332917,0.937399309723315,1.1281639212535153,False,0.25,250.0,1,2019-03-17
75,2019-03-17,140.4,140.4,136.27,138.02,Sell,27.2508121663861,138.23000000000002,140.19000000000003,136.06000000000003,142.35999999999999,134.10000000000002,144.32000000000002,131.93000000000004,146.28000000000003,129.76000000000005,147.91333333333333,False,0.0,False,False,55.0,131.74,138.02,1.0,0,0,0.0,1.0,1.0,0.983048433048433,0.937399309723315,1.109039775010044,False,0.25,250.0,0,2019-03-18
76,2019-03-18,138.06,141.36,135.03,136.85,Sell,26.743766092444613,137.74666666666667,140.46333333333334,134.13333333333333,144.07666666666668,131.41666666666666,146.79333333333335,127.80333333333331,149.51000000000002,124.18999999999997,142.35999999999999,False,0.0,False,False,55.0,131.74,136.85,1.0,0,0,0.0,1.0,1.0,0.9915229676858425,0.937399309723315,1.0996384089995979,False,0.25,250.0,0,2019-03-19
77,2019-03-19,136.85,138.66,136.15,137.96,Sell,26.321227697493367,137.59,139.03,136.52,140.1,135.08,141.54,134.01000000000002,142.98,132.94000000000003,144.07666666666668,False,0.0,False,False,55.0,131.74,137.96,1.0,0,0,0.0,1.0,1.0,1.0081110705151626,0.937399309723315,1.1085576536761748,False,0.25,250.0,1,2019-03-20
