date,MR,SR,CMR,CSR
2018-08,0.7452692867540026,1.074399735509128,0.7452692867540026,1.074399735509128
2018-09,0.8237215909090908,1.4250240004972814,0.6138944025406904,1.5310454092284385
2018-10,0.8487670287980688,1.0560435427688335,0.5210533280402274,1.6168506181015587
2018-11,0.5670459162941895,0.5454997497627848,0.2954611618367077,0.8819916075782043
2018-12,1.172160515944106,1.1380254596579626,0.34632790789996026,1.0037289046286513
2019-01,0.8076570380559376,0.8862896248992573,0.2797141722905915,0.8895945143838698
2019-02,1.27277888163497,1.2158982296997043,0.35601429138547036,1.0816563951899154
2019-03,1.0503270889087122,1.0292247444230953,0.3739314542807991,1.1132675268929473
2019-04,1.1349706277868217,1.1446318776186455,0.42440121741431774,1.2742814995993401
2019-05,1.6684958842604154,1.5438212717043776,0.7081116845308989,1.9672628852208145
2019-06,1.0820002989983555,1.1840712866341043,0.7661770543866617,2.32937949565093
2019-07,0.755371329879102,0.8790417418960392,0.5787481804949057,2.047621809393911
2019-08,0.7861715749039692,0.8690353636308183,0.4549953685324866,1.7794557637050317
2019-09,1.0558980921358774,1.1517534784794548,0.480428741564113,2.049494365647585
2019-10,1.0050680328320385,1.1174148149683154,0.4828635701998149,2.290135367368701
2019-11,0.831679912304741,0.9916593196094168,0.40158793171893625,2.2710340802183078
2019-12,0.8474364043759063,0.9715726050675478,0.3403202328966523,2.2064744975148836
2020-01,1.3973092775487987,1.300789561954222,0.47553261876406017,2.8701589950855477
2020-02,1.212043633125557,0.931568063141878,0.5763662829165019,2.6737484559610825
2020-03,0.6111672329874186,1.4238022153226955,0.35225618631732214,3.8068889748130257
2020-04,1.5492111194590537,1.3018131649222964,0.5457192007410356,4.955858184809141
2020-05,1.1233268671193022,1.096530752952714,0.6130210400952771,5.434250906915638
2020-06,0.9738807581055994,1.0152669155612974,0.5970093952626715,5.5172151566504235
