,date,open,high,low,close,signal,ADX,PP,R1,S1,R2,S2,R3,S3,R4,S4,sl_price,sl,tp_price,tp,new_trade,trade_id,open_price,close_price,ctr,margin,summargin,fee,ctrf,SR,DR,ASR,CSR,CMR,y_pred,y_pred_val,y_pred_id,Price_Rise,date_to
636,2020-05-09,211.6,214.72,208.4,210.0,Sell,26.48845957508469,211.04,213.67999999999998,207.35999999999999,217.35999999999999,204.72,219.99999999999997,201.04,222.63999999999996,197.35999999999999,221.84000000000006,False,0.0,False,False,633.0,205.62,210.0,1.0,0,0,0.0,1.0,1.0,0.9923447689254323,0.9910938765390226,4.648348777095302,0.9769259397097139,False,0.99231154,99.0,0,2020-05-10
637,2020-05-10,210.0,210.0,180.4,188.02,Sell,31.213072075003712,192.80666666666664,205.21333333333328,175.6133333333333,222.4066666666666,163.20666666666665,234.81333333333328,146.0133333333333,247.2199999999999,128.81999999999994,217.35999999999999,False,0.0,False,False,633.0,205.62,188.02,1.0,0,0,0.0,1.0,1.0,0.8953333333333334,0.9910938765390226,4.648348777095302,0.8746743580200972,False,0.99739254,99.0,0,2020-05-11
638,2020-05-11,188.02,194.85,176.56,185.89,Buy,35.837497711087586,185.76666666666665,194.9733333333333,176.6833333333333,204.05666666666667,167.47666666666666,213.2633333333333,158.39333333333332,222.46999999999994,149.30999999999997,170.85559999999978,False,376.04,False,True,638.0,188.02,185.89,0.9886714179342622,0,0,0.00795468567173705,0.9807167322625251,0.9807167322625251,0.9886714179342622,0.9961700427028657,4.55871342308941,0.86476553777447,True,1.0152628,101.0,0,2020-05-12
639,2020-05-12,185.81,192.42,185.73,189.72,Buy,39.69118574115748,189.29,192.85,186.16,195.98,182.6,199.54,179.47,203.1,176.34,172.1257999999998,False,371.62,False,False,638.0,188.02,189.72,1.0090415913200723,0,0,0.00803616636528029,1.001005424954792,1.0206876175605373,1.0206035827640003,0.9942417159291181,4.653022342954372,0.8825828061034615,True,1.0021744,100.0,1,2020-05-13
640,2020-05-13,189.72,201.41,188.55,200.07,Buy,36.6672536765117,196.67666666666665,204.80333333333328,191.9433333333333,209.53666666666663,183.81666666666666,217.66333333333327,179.08333333333331,225.7899999999999,174.34999999999997,173.18859999999978,False,379.44,False,False,638.0,188.02,200.07,1.0640889267099243,0,0,0.008256355706839698,1.0558325710030845,1.0547720768354165,1.0545540796963946,0.996109685157575,4.907878040239578,0.9307312988462974,True,1.0019592,100.0,1,2020-05-14
641,2020-05-14,200.07,206.16,195.53,203.43,Buy,31.516860976089134,201.70666666666668,207.88333333333335,197.25333333333336,212.33666666666667,191.07666666666668,218.51333333333335,186.62333333333336,224.69000000000003,182.17000000000004,174.4055999999998,False,400.14,False,False,638.0,188.02,203.43,1.081959366024891,0,0,0.008327837464099564,1.0736315285607914,1.0168577462436086,1.01679412205728,1.0035610212117192,4.990613802836516,0.9463621138816528,True,1.0029796,100.0,1,2020-05-15
642,2020-05-15,203.43,204.23,191.55,194.76,Buy,29.03860236027454,196.84666666666666,202.14333333333332,189.46333333333334,209.52666666666664,184.16666666666669,214.8233333333333,176.78333333333336,220.11999999999995,169.40000000000003,175.7471999999998,False,406.86,False,False,638.0,188.02,194.76,1.035847250292522,0,0,0.00814338900117009,1.0277038612913518,0.95722213250294,0.9573809172688393,1.0066388161414912,4.777125986849777,0.9060290286564946,True,1.0049183,100.0,0,2020-05-16
643,2020-05-16,194.76,203.33,193.21,200.5,Buy,26.973386847095707,199.01333333333332,204.81666666666663,194.69666666666663,209.13333333333335,188.89333333333332,214.93666666666664,184.57666666666663,220.73999999999995,180.25999999999993,176.8599999999998,False,389.52,False,False,638.0,188.02,200.5,1.0663759174555898,0,0,0.00826550366982236,1.0581104137857675,1.0295868816297027,1.0294721708769767,1.003025630540503,4.918466247952878,0.93273167100856,True,1.0091612,100.0,1,2020-05-17
644,2020-05-17,200.5,209.92,199.44,206.94,Buy,23.90060024536598,205.4333333333333,211.42666666666662,200.94666666666663,215.9133333333333,194.95333333333332,221.9066666666666,190.46666666666664,227.89999999999992,185.97999999999996,178.23819999999978,False,401.0,False,False,638.0,188.02,206.94,1.1006275928092755,0,0,0.008402510371237102,1.0922250824380384,1.0322411236179156,1.0321197007481298,1.0059843187034734,5.077043126263673,0.962690733159658,True,1.007045,100.0,1,2020-05-18
645,2020-05-18,206.94,216.98,206.94,214.91,Buy,24.651759592768624,212.9433333333333,218.9466666666666,208.9066666666666,222.9833333333333,202.9033333333333,228.9866666666666,198.86666666666662,234.9899999999999,194.82999999999993,179.7493999999998,False,413.88,False,False,638.0,188.02,214.91,1.1430167003510263,0,0,0.008572066801404106,1.134444633549622,1.0386546251230033,1.0385135788151154,1.009208431065265,5.273294325042716,0.9997673985857838,True,1.004261,100.0,1,2020-05-19
646,2020-05-19,214.91,215.99,209.31,214.76,Buy,25.277725715604163,213.35333333333332,217.39666666666665,210.71666666666664,220.03333333333336,206.67333333333332,224.07666666666665,204.03666666666663,228.11999999999998,201.39999999999995,181.5603999999998,False,429.82,False,False,638.0,188.02,214.76,1.1422189128816083,0,0,0.008568875651526434,1.1336500372300817,0.9992995724109919,0.9993020334093341,1.0130738935775652,5.2696007642124965,0.9990695943431339,True,1.0027789,100.0,0,2020-05-20
647,2020-05-20,214.76,215.45,205.8,209.87,Buy,22.918714367263348,210.37333333333333,214.94666666666666,205.29666666666668,220.0233333333333,200.72333333333336,224.59666666666664,195.6466666666667,229.16999999999996,190.57000000000005,183.20999999999978,False,429.52,False,False,638.0,188.02,209.87,1.1162110413785766,0,0,0.008464844165514306,1.1077461972130622,0.9771500558670541,0.9772303967219222,1.0130038508186643,5.149190681147312,0.9763211760327507,True,1.0006145,100.0,0,2020-05-21
648,2020-05-21,209.87,211.41,191.31,198.35,Buy,24.654098555030185,200.35666666666668,209.40333333333336,189.30333333333337,220.45666666666665,180.2566666666667,229.50333333333336,169.20333333333338,238.55000000000004,158.15000000000006,184.7453999999998,False,419.74,False,False,638.0,188.02,198.35,1.0549409637272629,0,0,0.008219763854909051,1.0467211998723538,0.9449106686222539,0.94510887692381,1.0107188564053697,4.865525209386385,0.9227298101972464,True,1.0007908,100.0,0,2020-05-22
649,2020-05-22,198.35,209.33,196.21,207.23,Buy,26.100252044835884,204.25666666666666,212.3033333333333,199.1833333333333,217.3766666666667,191.13666666666666,225.42333333333332,186.0633333333333,233.46999999999997,180.98999999999995,185.99479999999983,False,396.7,False,False,638.0,188.02,207.23,1.1021699819168171,0,0,0.008408679927667268,1.09376130198915,1.044940431246193,1.0447693471136879,1.0071382500413426,5.084184010535433,0.9640398213621143,True,1.0073429,100.0,1,2020-05-23
650,2020-05-23,207.23,211.5,204.68,206.71,Sell,25.540535063067068,207.63,210.57999999999998,203.76,214.45,200.81,217.39999999999998,196.94,220.34999999999997,193.07,217.3766666666667,False,0.0,False,True,650.0,207.23,206.71,1.0,0,0,0.0,1.0,1.0,0.9974907108044203,1.0095635314099083,5.084184010535433,0.9616207666542618,False,0.98354095,98.0,0,2020-05-24
651,2020-05-24,206.71,210.68,199.5,199.53,Sell,27.46053869613162,203.23666666666668,206.97333333333336,195.79333333333335,214.41666666666669,192.05666666666667,218.15333333333336,184.61333333333334,221.89000000000004,177.17000000000002,214.45,False,0.0,False,False,650.0,207.23,199.53,1.0,0,0,0.0,1.0,1.0,0.9652653475884089,1.0040863237263666,5.084184010535433,0.9282192035727582,False,0.98834264,98.0,0,2020-05-25
652,2020-05-25,199.56,205.57,198.03,204.11,Sell,29.683297322063552,202.57000000000002,207.11000000000004,199.57000000000005,210.10999999999999,195.03000000000003,214.65000000000003,192.03000000000006,219.19000000000005,189.0300000000001,214.41666666666669,False,0.0,False,False,650.0,207.23,204.11,1.0,0,0,0.0,1.0,1.0,1.0229539417631435,1.0024005491020058,5.084184010535433,0.9495254931149987,False,0.99428576,99.0,1,2020-05-26
653,2020-05-26,204.11,204.9,196.51,200.85,Sell,32.21257802901399,200.75333333333333,204.99666666666667,196.60666666666665,209.14333333333332,192.36333333333332,213.38666666666668,188.21666666666664,217.63000000000002,184.06999999999996,210.10999999999999,False,0.0,False,False,650.0,207.23,200.85,1.0,0,0,0.0,1.0,1.0,0.9840282200774092,1.0066783358517117,5.084184010535433,0.9343598809080764,False,0.99270564,99.0,0,2020-05-27
654,2020-05-27,200.85,208.35,200.81,208.28,Sell,30.51900773696016,205.8133333333333,210.8166666666666,203.2766666666666,213.3533333333333,198.2733333333333,218.3566666666666,195.73666666666662,223.3599999999999,193.19999999999993,209.14333333333332,False,0.0,False,False,650.0,207.23,208.28,1.0,0,0,0.0,1.0,1.0,1.036992780682101,1.0037196476887416,5.084184010535433,0.968924451060663,False,0.9926464,99.0,1,2020-05-28
655,2020-05-28,208.28,220.7,204.66,220.26,Sell,29.964515221647165,215.20666666666668,225.75333333333336,209.71333333333337,231.24666666666664,199.16666666666669,241.79333333333335,193.67333333333337,252.34000000000003,188.18000000000006,213.3533333333333,False,0.0,False,False,650.0,207.23,220.26,1.0,0,0,0.0,1.0,1.0,1.0575187247935471,1.00049553532695,5.084184010535433,1.02465574990696,False,0.9931135,99.0,1,2020-05-29
656,2020-05-29,220.26,224.7,217.67,220.65,Sell,31.147353486204082,221.00666666666666,224.34333333333333,217.31333333333333,228.03666666666666,213.97666666666666,231.37333333333333,210.28333333333333,234.71,206.59,231.24666666666664,False,0.0,False,False,650.0,207.23,220.65,1.0,0,0,0.0,1.0,1.0,1.0017706347044402,0.9966300728146497,5.084184010535433,1.0264700409378493,False,0.99530065,99.0,1,2020-05-30
657,2020-05-30,220.65,247.23,218.7,243.7,Buy,37.14860185471207,236.5433333333333,254.3866666666666,225.8566666666666,265.0733333333333,208.0133333333333,282.91666666666663,197.3266666666666,300.7599999999999,186.6399999999999,194.34679999999986,False,441.3,False,True,657.0,220.65,243.7,1.1044640833899841,0,0,0.008417856333559938,1.0960462270564242,1.0960462270564242,1.1044640833899841,0.9967001155735504,5.57250070240796,1.1336992928917013,True,1.0006745,100.0,1,2020-05-31
658,2020-05-31,243.65,245.48,229.5,231.76,Buy,42.149642161802056,235.58,241.66000000000003,225.68000000000004,251.56,219.60000000000002,257.64,209.70000000000005,263.72,199.80000000000007,196.05739999999986,False,487.3,False,False,657.0,220.65,231.76,1.0503512349875368,0,0,0.008201404939950148,1.0421498300475867,0.950826529321137,0.9510053344275748,1.0085897326924875,5.298481502510159,1.0781540751767775,True,1.0006071,100.0,0,2020-06-01
659,2020-06-01,231.52,251.29,230.56,248.45,Buy,47.14258683889682,243.4333333333333,256.3066666666666,235.57666666666663,264.1633333333333,222.70333333333332,277.03666666666663,214.84666666666664,289.9099999999999,206.98999999999995,197.52099999999987,False,463.04,False,False,657.0,220.65,248.45,1.125991389077725,0,0,0.008503965556310899,1.117487423521414,1.0722905587101494,1.0720141525716258,1.009181318762376,5.68151169064201,1.155796427242278,True,1.0056136,100.0,1,2020-06-02
660,2020-06-02,248.45,253.54,218.48,237.55,Sell,43.462078435882745,236.5233333333333,254.56666666666663,219.50666666666663,271.58333333333326,201.4633333333333,289.62666666666667,184.44666666666663,307.66999999999996,167.42999999999995,264.1633333333333,False,0.0,False,True,660.0,248.45,237.55,1.0,0,0,0.0,1.0,1.0,0.9561279935600725,1.0119163315087714,5.68151169064201,1.1050893189430597,False,0.9925331,99.0,0,2020-06-03
661,2020-06-03,237.55,245.02,233.47,244.54,Buy,40.394988100037686,241.01,248.54999999999998,236.99999999999997,252.55999999999997,229.45999999999998,260.1,225.44999999999996,267.64,221.43999999999994,200.93119999999988,False,475.1,False,True,661.0,237.55,244.54,1.0294253841296568,0,0,0.008117701536518626,1.0213076825931382,1.0213076825931382,1.0294253841296568,1.0119163315087714,5.802571538395414,1.13760699665054,True,1.0006223,100.0,1,2020-06-04
662,2020-06-04,244.54,246.66,235.54,243.4,Sell,38.47270673019968,241.86666666666667,248.19333333333336,237.07333333333335,252.98666666666665,230.74666666666667,259.3133333333334,225.95333333333335,265.64000000000004,221.16000000000003,252.55999999999997,False,0.0,False,True,662.0,244.54,243.4,1.0,0,0,0.0,1.0,1.0,0.9953381859818435,1.0140470997680853,5.802571538395414,1.1323036844064016,False,0.98488855,98.0,0,2020-06-05
663,2020-06-05,243.4,247.89,239.04,240.03,Sell,37.38850358468512,242.31999999999996,245.59999999999994,236.74999999999994,251.16999999999993,233.46999999999997,254.44999999999993,227.89999999999995,257.7299999999999,222.32999999999993,252.98666666666665,False,0.0,False,False,662.0,244.54,240.03,1.0,0,0,0.0,1.0,1.0,0.9861544782251438,1.0140470997680853,5.802571538395414,1.116626349088203,False,0.9920366,99.0,0,2020-06-06
664,2020-06-06,240.03,244.5,237.67,242.01,Sell,35.27216905513244,241.39333333333332,245.11666666666665,238.28666666666663,248.22333333333333,234.5633333333333,251.94666666666666,231.45666666666662,255.67,228.34999999999994,251.16999999999993,False,0.0,False,False,662.0,244.54,242.01,1.0,0,0,0.0,1.0,1.0,1.00824896887889,1.0140470997680853,5.802571538395414,1.1258373650911802,False,0.9970655,99.0,1,2020-06-07
665,2020-06-07,241.98,245.93,234.37,244.9,Sell,30.651543407634353,241.73333333333335,249.0966666666667,237.5366666666667,253.29333333333335,230.17333333333335,260.6566666666667,225.9766666666667,268.02000000000004,221.78000000000003,248.22333333333333,False,0.0,False,False,662.0,244.54,244.9,1.0,0,0,0.0,1.0,1.0,1.0119416553034999,1.0140470997680853,5.802571538395414,1.1392817268328996,False,0.99879897,99.0,1,2020-06-08
