y_pred_id,SRAvg,SRTotal,DRAvg,DRTotal,Count
97.0,1.0,1.0,0.9847488695384286,0.9235116947524517,5.0
98.0,1.0,1.0,0.9900501972201519,0.25291368988547575,124.0
99.0,1.0,1.0,0.9965360091962706,0.03390199398148371,681.0
100.0,1.0066664239406633,32.02715530157874,1.0086452873845033,128.01249212277372,710.0
101.0,1.0084567385877512,2.013760307535303,1.0110799297452864,2.8689254367469124,147.0
102.0,1.039842976401499,8.633288244081685,1.039973376699194,8.6597629640568,60.0
103.0,1.0214150963692368,1.7481573128828787,1.0182255822139226,1.5450626458017158,35.0
104.0,1.0920062234723114,2.545008614408466,1.0925432558271588,2.5573125105882877,11.0
105.0,1.12471805722263,1.969087155123706,1.127487285722953,1.9966542745669253,6.0
106.0,0.937160773357983,0.7814906058627143,0.9393825252901337,0.7888075729968673,3.0
107.0,0.9790817569034808,0.9292984727383851,0.9790366721401204,0.9292426108374385,3.0
109.0,1.0971176037813812,1.0971176037813812,1.0968710888610762,1.0968710888610762,1.0
117.0,1.23619305019305,1.23619305019305,1.245173745173745,1.245173745173745,1.0
