time,date,open,high,low,close,volume,signal,ATR,PP,R1,S1,R2,S2,R3,S3,R4,S4,sl_price,sl,tp_price,tp,new_trade,trade_id,open_price,close_price,ctr,margin,summargin,fee,ctrf,SR,DR,ASR,CSR,CMR,y_pred,y_pred_val,y_pred_id,Price_Rise,date_to
1556409600,2019-04-28,155.73,156.49,152.38,153.2,35538.62,Sell,9.018775375425891,154.02333333333334,155.66666666666669,151.55666666666667,158.13333333333333,149.91333333333333,159.7766666666667,147.44666666666666,161.42000000000004,144.98,,False,0.0,False,True,1556409600.0,155.73,153.2,1.0,0,0,0.0,1.0,1.0,,,1.0,,False,0.9834756,98.0,0,2019-04-29
1556496000,2019-04-29,153.2,157.33,149.0,152.29,83161.7,Sell,8.969577134324043,152.87333333333333,156.74666666666667,148.41666666666666,161.20333333333338,144.54333333333332,165.07666666666668,140.08666666666664,168.95000000000002,135.62999999999997,158.13333333333333,False,0.0,False,False,1556409600.0,155.73,152.29,1.0,0,0,0.0,1.0,1.0,0.9940600522193211,,1.0,0.9940600522193211,False,0.9922387,99.0,0,2019-04-30
1556582400,2019-04-30,152.29,161.0,152.29,160.36,71433.09,Sell,8.951035910443755,157.88333333333333,163.47666666666666,154.76666666666665,166.59333333333333,149.17333333333332,172.18666666666667,146.05666666666664,177.78,142.93999999999997,161.20333333333338,False,0.0,False,False,1556409600.0,155.73,160.36,1.0,0,0,0.0,1.0,1.0,1.052991004005516,,1.0,1.0467362924281987,False,0.9845537,98.0,1,2019-05-01
1556668800,2019-05-01,160.36,163.08,156.75,158.36,57447.71,Sell,8.763819059697774,159.39666666666668,162.04333333333335,155.71333333333334,165.7266666666667,153.06666666666666,168.37333333333336,149.38333333333333,171.02000000000004,145.7,166.59333333333333,False,0.0,False,False,1556409600.0,155.73,158.36,1.0,0,0,0.0,1.0,1.0,0.9875280618608132,,1.0,1.0336814621409924,False,0.9909952,99.0,0,2019-05-02
1556755200,2019-05-02,158.36,160.51,154.6,158.81,48346.36,Sell,8.559974841147932,157.97333333333333,161.34666666666666,155.43666666666667,163.88333333333335,152.06333333333333,167.25666666666666,149.52666666666667,170.63,146.99,165.7266666666667,False,0.0,False,False,1556409600.0,155.73,158.81,1.0,0,0,0.0,1.0,1.0,1.0028416266734024,,1.0,1.036618798955614,False,0.99857056,99.0,1,2019-05-03
1556841600,2019-05-03,158.81,169.0,157.93,164.8,99077.48,Sell,8.739262352494508,163.91,169.89,158.82,174.97999999999996,152.84,180.95999999999998,147.75,186.93999999999997,142.66,163.88333333333335,False,0.0,False,False,1556409600.0,155.73,164.8,1.0,0,0,0.0,1.0,1.0,1.0377180278320006,,1.0,1.0757180156657968,False,0.9991857,99.0,1,2019-05-04
1556928000,2019-05-04,164.8,168.87,158.05,161.95,87578.46,Buy,8.887886470173472,162.95666666666668,167.86333333333334,157.04333333333335,173.7766666666667,152.13666666666668,178.68333333333334,146.22333333333336,183.59,140.31000000000003,163.88333333333335,False,329.6,False,True,1556928000.0,164.8,161.95,0.9827063106796116,0,0,0.007930825242718447,0.9747754854368931,0.9747754854368931,0.9827063106796116,,0.9747754854368931,1.0571148825065277,True,1.0039457,100.0,0,2019-05-05
1557014400,2019-05-05,161.95,163.52,157.12,161.34,35749.31,Cash,8.71018029373251,160.66,164.2,157.79999999999998,167.06,154.26,170.6,151.39999999999998,174.14,148.53999999999996,0.0,False,0.0,False,True,1557014400.0,161.95,161.34,1.0,0,0,0.008,0.992,1.0,0.9962334053720285,,0.9747754854368931,1.05313315926893,True,1.0020826,100.0,0,2019-05-06
1557100800,2019-05-06,161.34,175.95,157.0,171.2,126618.72,Buy,9.44159598703733,168.04999999999998,179.09999999999997,160.14999999999998,187.0,149.1,198.04999999999995,141.2,209.09999999999994,133.29999999999998,0.0,False,322.68,False,True,1557100800.0,161.34,171.2,1.0611131771414404,0,0,0.008244452708565761,1.0528687244328747,1.0528687244328747,1.0611131771414404,,1.026310621960378,1.1174934725848569,True,1.0006671,100.0,1,2019-05-07
1557187200,2019-05-07,171.2,180.75,165.6,166.23,157814.8,Buy,9.849339130820377,170.86,176.12000000000003,160.97000000000003,186.01000000000002,155.71,191.27000000000004,145.82000000000002,196.53000000000006,135.93000000000004,0.0,False,342.4,False,False,1557100800.0,161.34,166.23,1.0303086649312012,0,0,0.008121234659724804,1.0221874302714764,0.9708593355948295,0.9709696261682244,,0.9964032485503688,1.0850522193211494,True,1.0114926,101.0,0,2019-05-08
1557273600,2019-05-08,166.23,171.94,163.5,169.21,102783.03,Buy,9.748672050047492,168.21666666666667,172.93333333333334,164.49333333333334,176.65666666666664,159.77666666666667,181.37333333333333,156.05333333333334,186.09,152.33,0.0,False,332.46,False,False,1557100800.0,161.34,169.21,1.0487789760753687,0,0,0.008195115904301475,1.0405838601710673,1.0179971200533204,1.0179269686578838,0.9990503545464596,1.0143356374360482,1.1045039164490869,True,1.0059732,100.0,1,2019-05-09
1557360000,2019-05-09,169.21,173.35,165.3,170.0,81730.41,Buy,9.627338332186955,169.54999999999998,173.79999999999995,165.74999999999997,177.59999999999997,161.5,181.84999999999994,157.7,186.0999999999999,153.89999999999998,0.0,False,338.42,False,False,1557100800.0,161.34,170.0,1.0536754679558695,0,0,0.00821470187182348,1.045460766084046,1.0046867014756282,1.0046687548017257,1.0008500665517919,1.019089525764802,1.1096605744125334,True,1.0007305,100.0,1,2019-05-10
1557446400,2019-05-10,170.0,176.5,167.61,171.87,127150.95,Buy,9.574671308459314,171.99333333333334,176.37666666666667,167.48666666666668,180.88333333333333,163.10333333333335,185.26666666666665,158.5966666666667,189.64999999999998,154.09000000000003,0.0,False,340.0,False,False,1557100800.0,161.34,171.87,1.0652658981033842,0,0,0.008261063592413537,1.0570048345109706,1.011042086706099,1.0110000000000001,1.0013187366993546,1.0303424006695743,1.1218668407310715,True,1.0022835,100.0,1,2019-05-11
1557532800,2019-05-11,171.87,206.87,171.87,192.3,346210.32,Buy,11.390766214997935,190.34666666666666,208.82333333333332,173.82333333333332,225.3466666666667,155.34666666666666,243.82333333333332,138.82333333333332,262.29999999999995,122.29999999999998,0.0,False,343.74,False,False,1557100800.0,161.34,192.3,1.1918928969877278,0,0,0.008767571587950912,1.1831253253997769,1.1193187455449594,1.1188689125501834,1.0024229453699642,1.1532815633992497,1.2552219321148836,True,1.0064671,100.0,1,2019-05-12
1557619200,2019-05-12,192.3,203.98,182.16,187.94,244931.27,Buy,12.135711485355225,191.35999999999999,200.55999999999997,178.73999999999998,213.17999999999998,169.54,222.37999999999997,156.92,231.57999999999996,144.29999999999998,0.0,False,384.6,False,False,1557100800.0,161.34,187.94,1.1648692202801536,0,0,0.008659476881120615,1.156209743399033,0.9772504387972177,0.9773270930837232,1.0143548199244603,1.127044913888658,1.2267624020887737,True,1.0334461,103.0,0,2019-05-13
1557705600,2019-05-13,187.94,209.05,185.5,196.0,223600.94,Buy,12.951017807829853,196.85,208.2,184.64999999999998,220.39999999999998,173.29999999999998,231.75,161.09999999999997,243.1,148.89999999999995,0.0,False,375.88,False,False,1557100800.0,161.34,196.0,1.2148258336432378,0,0,0.008859303334572952,1.2059665303086649,1.0430343950945755,1.042886027455571,1.012079863804182,1.1755466100022745,1.279373368146215,True,1.0053681,100.0,1,2019-05-14
1557792000,2019-05-14,196.0,221.0,194.98,217.0,306277.57,Buy,13.884516535842007,210.99333333333334,227.0066666666667,200.98666666666668,237.01333333333335,184.97333333333333,253.0266666666667,174.96666666666667,269.0400000000001,164.96,0.0,False,392.0,False,False,1557100800.0,161.34,217.0,1.3449857443907276,0,0,0.009379942977562911,1.3356058014131647,1.1074982330324863,1.1071428571428572,1.0163833033136396,1.3019157934248482,1.4164490861618808,True,1.0146714,101.0,1,2019-05-15
1557878400,2019-05-15,217.0,250.0,217.0,249.13,353337.25,Buy,15.249908211853292,238.71,260.42,227.42000000000002,271.71000000000004,205.71,293.42,194.42000000000002,315.13,183.13000000000002,0.0,False,434.0,False,False,1557100800.0,161.34,249.13,1.544130407834387,0,0,0.010176521631337549,1.5339538862030493,1.148507953903778,1.1480645161290322,1.0296555780731989,1.495260644061386,1.6261749347258494,True,1.0217307,102.0,1,2019-05-16
1557964800,2019-05-16,249.13,280.0,241.01,264.7,493377.12,Buy,16.945629053863772,261.90333333333336,282.79666666666674,243.80666666666673,300.89333333333343,222.91333333333336,321.78666666666675,204.81666666666672,342.6800000000001,186.72000000000008,0.0,False,498.26,False,False,1557100800.0,161.34,264.7,1.6406346845171687,0,0,0.010562538738068675,1.6300721457790999,1.0626604622476425,1.0624974912696183,1.0453063734635766,1.58895436719898,1.7278067885117503,True,1.0204015,102.0,1,2019-05-17
1558051200,2019-05-17,264.7,270.25,222.78,244.35,379839.71,Buy,19.125941264302075,245.79333333333332,268.8066666666666,221.33666666666664,293.2633333333333,198.32333333333332,316.27666666666664,173.86666666666665,339.28999999999996,149.40999999999997,0.0,False,529.4,False,False,1557100800.0,161.34,244.35,1.514503532911863,0,0,0.010058014131647452,1.5044455187802155,0.9229318608233499,0.9231205137891954,1.0462855472450534,1.4664966108823432,1.5949738903394266,True,1.0142245,101.0,0,2019-05-18
