,ADX_cc,ADX_kr,ATR_cc,ATR_kr,BTC/ETH_cc,BTC/ETH_kr,DMA_cc,DMA_kr,DR_cc,DR_kr,HH_cc,HH_kr,LL_cc,LL_kr,MA2_cc,MA2_kr,MAR_cc,MAR_kr,MA_cc,MA_kr,Price_Rise_cc,Price_Rise_kr,RSI_BTC_cc,RSI_BTC_kr,RSI_cc,RSI_kr,STD_cc,STD_kr,VOL_cc,VOL_kr,WR_cc,WR_kr,close_btc_cc,close_btc_kr,close_cc,close_kr,date_btc_cc,date_btc_kr,date_cc,date_kr,high_btc_cc,high_btc_kr,high_cc,high_kr,low_btc_cc,low_btc_kr,low_cc,low_kr,open_btc_cc,open_btc_kr,open_cc,open_kr,time,volume_btc_cc,volume_btc_kr,volume_cc,volume_kr,volumeto,volumeto_btc
1016,32.172240580386664,32.172243555263016,23.885646934977704,23.88401348932613,6712.466323781533,6712.466323781533,0.9964248098973956,0.9964248098973956,0.9858278479191396,0.9858278479191396,0.5379658655520725,0.5379658655520725,1.07684,1.07684,0.5925402240700162,0.5925402240700147,1.1839591345267746,1.1839591345267784,0.7015434108622374,0.7015434108622379,0,0.0,32.93180290923484,30.89993678116806,39.313628202019636,35.8167575494235,0.016554598706417442,0.016554598707061673,0.4123769677891513,0.4063537040588461,-66.7832167832168,-66.7832167832168,0.04083,0.04083,274.07,274.07,2018-08-26,2018-08-26,2018-08-26,2018-08-26,0.04122,0.04122,278.01,278.01,0.04061,0.04061,269.21,269.21,0.0412,0.04119,278.01,278.01,1535241600,4513.07,4384.30353111,17475.22,17130.96623203,4783616.2,184.81
1017,27.433586348387305,27.433588797449364,23.370243582479297,23.36872681151712,6899.425287356322,6899.425287356321,1.0620614017567394,1.0620614017567394,1.0512642755500419,1.0512642755500419,0.5584000928828515,0.5584000928828515,1.0876,1.0876,0.6284539665976256,0.6284539665976241,1.1855795618051983,1.1855795618052027,0.7450821783335521,0.7450821783335526,1,1.0,33.958876122841026,31.989325262853622,40.377011637755544,36.99814329668251,0.020287576433439463,0.020287576433913785,0.6657196733530708,0.6690596414076304,-30.323963792282072,-30.323963792282072,0.041760000000000005,0.041760000000000005,288.12,288.12,2018-08-27,2018-08-27,2018-08-27,2018-08-27,0.04179,0.04179,288.57,288.57,0.04069,0.04069,271.9,271.9,0.04083,0.04083,274.07,274.03,1535328000,4662.66,4661.79365744,28749.17,28746.88939223,8022700.91,192.57
1018,26.79599542998975,26.795997456157867,22.827369040873627,22.825960610694466,7087.664670658683,7087.664670658683,1.0364580442445042,1.0364580442445042,1.0270373455504649,1.0270373455504649,0.5771701691241921,0.5771701691241921,1.13,1.13,0.651409652160324,0.6514096521603223,1.1855004217330265,1.1855004217330305,0.7722464173570281,0.7722464173570288,1,1.0,33.95317111705926,31.983792713812353,40.96229108109864,37.647464004272706,0.030127889845314018,0.03012788984561606,0.8623245178383971,0.8655726423249777,-11.767508337303466,-11.767508337303466,0.04175,0.04175,295.91,295.91,2018-08-28,2018-08-28,2018-08-28,2018-08-28,0.042,0.042,298.27,298.27,0.04074,0.04074,282.5,282.5,0.041760000000000005,0.041760000000000005,288.12,288.12,1535414400,11880.01,11870.00674238,38166.1,38119.37318491,11035966.36,492.29
1019,26.264669664658445,26.264671338414946,22.18898553795409,22.18767770993057,7027.811661380824,7027.811661380824,0.9809164583620584,0.9809164583620584,0.9735054577405292,0.9735054577405292,0.5761445876388406,0.5761445876388406,1.1354000000000002,1.1354000000000002,0.6399140946371811,0.6399140946371795,1.183767050991645,1.1837670509916487,0.7575092206966442,0.7575092206966448,0,0.0,33.51650546863382,31.56048962141387,40.55347298297576,37.25316865679706,0.02756320318240287,0.027563203182750164,0.7127008650843393,0.7161903018399908,-33.94342762063229,-33.94342762063229,0.04099,0.04099,288.07,288.07,2018-08-29,2018-08-29,2018-08-29,2018-08-29,0.04193,0.04193,297.74,297.74,0.04079,0.04079,283.85,283.85,0.04175,0.04175,295.91,295.91,1535500800,5774.72,5767.98802225,31887.11,31886.108860000004,9273455.91,239.08
1020,23.952205819520287,23.952207236424908,22.072629428100218,22.071415016364107,6978.127304005899,6978.127304005899,0.9940661635020364,0.9940661635020364,0.985663206859444,0.985663206859444,0.5631022872402183,0.5631022872402183,1.08176,1.08176,0.635794272611855,0.6357942726118532,1.1843678329185532,1.1843678329185576,0.7530142848353305,0.7530142848353312,0,0.0,33.34377654781343,31.39313498322927,40.33707253103437,37.04461446730618,0.02553564408122813,0.025535644081613445,1.056199641842713,1.0554286261858326,-49.31176875430138,-49.31176875430138,0.04069,0.04069,283.94,283.94,2018-08-30,2018-08-30,2018-08-30,2018-08-30,0.04147,0.04147,291.0,291.0,0.039939999999999996,0.03994,270.44,270.44,0.04099,0.04098,288.07,288.07,1535587200,9659.78,9658.45665256,48081.59,47808.12871691,13465285.67,392.34
1021,22.02515261523849,22.025153818099884,21.1195844689502,21.118456800909524,7010.206621857108,7010.206621857108,0.9996511285930632,0.9996511285930632,0.9917588222863988,0.9917588222863988,0.5513177754557066,0.5513177754557066,1.1047200000000001,1.1047200000000001,0.6347553340523943,0.6347553340523925,1.1858924837647802,1.1858924837647844,0.7527515796823365,0.7527515796823372,0,0.0,33.04258941424631,31.10143895411358,40.21301120026959,36.92510092440821,0.02573914049053654,0.025739140490925183,0.8433714342673871,0.8475260406254318,-57.36407432897439,-57.36407432897439,0.04017,0.04017,281.6,281.6,2018-08-31,2018-08-31,2018-08-31,2018-08-31,0.040760000000000005,0.040760000000000005,284.91,284.91,0.039689999999999996,0.03969,276.18,276.18,0.04069,0.04069,283.94,283.94,1535673600,5870.84,5868.08261274,38561.74,38560.54253758,10793932.86,235.74
1022,22.95859634101845,22.958597337525077,21.111042721168047,21.10999560084456,7184.2297395960095,7184.2297395960095,1.0560250795242792,1.0560250795242792,1.0482954545454544,1.0482954545454544,0.5855296257595108,0.5855296257595108,1.1263599999999998,1.1263599999999998,0.6700447332032609,0.6700447332032591,1.1863753379506417,1.1863753379506456,0.7949245467960661,0.7949245467960667,1,1.0,34.11695892189135,32.2381227443265,41.284001374096654,38.109272425992174,0.026024253077511342,0.02602425307786014,1.0941920845317197,1.0990703272625415,-22.13900539245053,-22.13900539245053,0.041089999999999995,0.04109,295.2,295.2,2018-09-01,2018-09-01,2018-09-01,2018-09-01,0.041819999999999996,0.04182,302.59,302.59,0.040139999999999995,0.04014,281.59,281.59,0.04017,0.04017,281.6,281.6,1535760000,5472.07,5470.04287186,51219.73,51199.86654882,15026380.86,224.4
1023,23.73646611250176,23.736466937046078,20.4016825267989,20.40071020078424,7299.925760950258,7299.925760950258,1.00679028398498,1.0067902839849805,0.9992886178861791,0.9992886178861791,0.5791632803127057,0.5791632803127057,1.15248,1.15248,0.6740155897093774,0.6740155897093756,1.187394360656445,1.1873943606564494,0.8003223102154429,0.8003223102154438,0,0.0,33.70901905665977,31.841914330194136,41.272352275042394,38.09800266879679,0.019607955383659868,0.01960795538412187,0.708160351102078,0.7107058674604166,-23.63919129082417,-23.63919129082417,0.04041,0.04041,294.99,294.99,2018-09-02,2018-09-02,2018-09-02,2018-09-02,0.0414,0.0414,299.3,299.3,0.040080000000000005,0.040080000000000005,288.12,288.12,0.041089999999999995,0.04109,295.2,295.2,1535846400,4156.85,4126.84626104,33327.78,33327.784285,9792252.85,169.17
1024,22.557787747977105,22.55778842763138,19.738705203456124,19.737802329299647,7250.439588043206,7250.439588043204,0.9870620244943216,0.9870620244943216,0.9784738465710702,0.9784738465710702,0.5727775842718372,0.5727775842718372,1.13952,1.13952,0.6640122128188609,0.6640122128188592,1.1896885998762894,1.1896885998762938,0.7899677597692275,0.7899677597692283,0,0.0,33.34998328707869,31.493424507940357,40.916119928141974,37.753518168841545,0.019969271539315703,0.019969271539789488,0.741347757867087,0.7249133905054745,-43.39035769828926,-43.39035769828926,0.039810000000000005,0.039810000000000005,288.64,288.64,2018-09-03,2018-09-03,2018-09-03,2018-09-03,0.0405,0.0405,296.0,296.0,0.03947,0.03947,284.88,284.88,0.04041,0.04041,294.99,295.19,1535932800,9509.7,9436.40369496,35450.16,34519.78836909,10256261.38,379.46
1025,27.75829919157673,27.758299766243983,22.243083403209262,22.24224502006396,7349.149045899948,7349.149045899948,0.9979790503963942,0.9979790503963942,0.987389135254989,0.987389135254989,0.5646503347652774,0.5646503347652774,1.0,1.0,0.6599576376665864,0.6599576376665847,1.1945786058718957,1.1945786058719,0.7883712747382605,0.7883712747382613,0,0.0,32.739155238281434,30.901012921861376,40.710586214592624,37.55489240403136,0.01852584902276301,0.018525849023287817,1.2801631221157257,1.2844300811592522,-26.818112517151974,-26.818112517151974,0.03878,0.03878,285.0,285.0,2018-09-04,2018-09-04,2018-09-04,2018-09-04,0.03993,0.03993,291.8,291.8,0.038439999999999995,0.03844,237.0,237.0,0.039810000000000005,0.039810000000000005,288.64,288.63,1536019200,7795.78,7791.85914026,63117.69,63110.27639555,17804280.4,305.32
1026,33.19160324710763,33.191603733531124,25.04143458869431,25.040656090059393,6676.039835969537,6676.039835969537,0.8119092291458736,0.8119092291458736,0.7997192982456139,0.7997192982456139,0.5561747745655792,0.5561747745655792,1.0,1.0,0.5312742493525171,0.5312742493525155,1.2048126080524066,1.2048126080524115,0.6400859139534908,0.6400859139534915,0,0.0,30.196785314251947,28.44169949890009,37.68174738006792,34.63882343874611,0.10265807944840516,0.10265807944855472,1.9071245873003084,1.9130065726970893,-97.49314531923227,-97.49314531923227,0.03414,0.03414,227.92,227.92,2018-09-05,2018-09-05,2018-09-05,2018-09-05,0.03895,0.03895,287.42,287.42,0.03395,0.03395,226.0,226.0,0.03878,0.03878,285.0,285.0,1536105600,21577.44,21577.20518984,99447.51,99447.48974532,25022985.68,780.57
1027,39.10691950090348,39.10691991263493,24.981332118073286,24.980609226483725,6498.581157775255,6498.581157775255,1.0191126914282285,1.0191126914282285,1.0047823797823798,1.0047823797823798,0.4800461266010461,0.4800461266010461,1.0,1.0,0.5380478362376093,0.5380478362376078,1.2123823098628097,1.2123823098628144,0.6523196785144394,0.6523196785144402,1,1.0,31.483886301185283,29.793361097407274,37.77196084903433,34.73756749960711,0.1309456536073605,0.13094565360747767,2.5342909544509338,2.540985806928932,-78.55236468453079,-78.55236468453079,0.03524,0.03524,229.01,229.01,2018-09-06,2018-09-06,2018-09-06,2018-09-06,0.03588,0.03588,233.12,233.12,0.03336,0.03336,208.92,208.92,0.03414,0.03414,227.92,227.56,1536192000,24125.91,24075.36516805,140877.17,140865.33047559,31497264.63,839.01
1028,43.43155757405573,43.43155792322461,24.75909410963948,24.758422853163463,6393.813206424748,6393.813206424748,0.9524026003371666,0.9524026003371664,0.9386489672940048,0.9386489672940048,0.4831143692599152,0.4831143692599152,1.018284510817538,1.018284510817538,0.5091219659270094,0.509121965927008,1.2202792251107184,1.2202792251107228,0.6212709580682566,0.6212709580682572,0,0.0,30.634996552670728,28.970990535303113,37.066199412993996,34.06075381943437,0.1687110845475814,0.1687110845476858,1.1215486792921434,1.1237965725183872,-93.55183089569763,-93.55183089569763,0.03362,0.03362,214.96,214.96,2018-09-07,2018-09-07,2018-09-07,2018-09-07,0.03588,0.03588,234.61,234.61,0.0335,0.0335,212.74,212.74,0.03524,0.03524,229.01,229.01,1536278400,10556.42,10554.83846413,61994.09,61981.19698584,13675320.24,361.48
1029,48.76297120459521,48.76297150019697,25.225587387522374,25.224964077937496,6179.269061121612,6179.269061121612,0.925879457430723,0.925879457430723,0.9124023074060291,0.9124023074060291,0.4523907582060047,0.4523907582060047,1.0,1.0,0.4687585892070579,0.4687585892070567,1.2271178188899667,1.2271178188899712,0.5752220175737028,0.5752220175737034,0,0.0,29.687128459726853,28.054010726027926,36.142657944140026,33.17675526687546,0.20579237226789734,0.20579237226800184,2.1820436349715457,2.186328000696552,-93.02975653742114,-93.02975653742114,0.03174,0.03174,196.13,196.13,2018-09-08,2018-09-08,2018-09-08,2018-09-08,0.03408,0.03408,219.69,219.69,0.030930000000000003,0.030930000000000006,188.4,188.4,0.03362,0.03362,214.96,214.96,1536364800,24934.55,24933.95040834,128037.48,128033.89784192,25861683.72,808.08
1030,53.399855020052904,53.399855270835346,25.102331145556487,25.101752358084823,6240.663900414937,6240.6639004149365,1.01265202998124,1.01265202998124,0.996889817977872,0.996889817977872,0.4293480499155719,0.4293480499155719,1.0,1.0,0.471617443766882,0.4716174437668806,1.2351106844848625,1.2351106844848672,0.5824997437859147,0.5824997437859153,0,0.0,29.48411812708643,27.857790833321786,36.1129142902056,33.14831640490134,0.1972666064601428,0.1972666064602543,1.2265964222891517,1.2289973408216834,-90.52252252252251,-90.52252252252251,0.031330000000000004,0.031330000000000004,195.52,195.52,2018-09-09,2018-09-09,2018-09-09,2018-09-09,0.03243,0.03243,208.5,208.5,0.03011,0.03011,185.0,185.0,0.03174,0.03174,196.13,196.13,1536451200,12834.34,12834.22599536,73021.71,73021.66252244,14391706.66,401.55
1031,57.26392486626765,57.26392507970064,24.458593206588173,24.458055761078764,6317.511225144322,6317.511225144322,1.0233428603657069,1.0233428603657069,1.0074672667757774,1.0074672667757774,0.4170544870474857,0.4170544870474857,1.0077837837837835,1.0077837837837835,0.4796921086776119,0.4796921086776105,1.242665749935841,1.2426657499358458,0.5960969539681694,0.5960969539681701,1,1.0,29.409040224905205,27.78523980852826,36.24106241302373,33.28797875591286,0.16172325680763713,0.16172325680777308,0.9049323729015446,0.9066950335054152,-88.78277153558054,-88.78277153558054,0.031180000000000003,0.031180000000000006,196.98,196.98,2018-09-10,2018-09-10,2018-09-10,2018-09-10,0.032080000000000004,0.032080000000000004,202.53,202.53,0.029939999999999998,0.02994,186.44,186.44,0.031330000000000004,0.031330000000000004,195.52,195.52,1536537600,14987.58,14987.3394074,53577.56,53576.92861738,10407055.21,463.67
1032,61.15978323845904,61.15978342010997,24.37869369183188,24.37819463528743,6289.500509683995,6289.500509683995,0.9549641292937684,0.9549641292937686,0.9396893085592446,0.9396893085592446,0.4104855648449405,0.4104855648449405,1.0,1.0,0.4555753712656249,0.4555753712656237,1.2495214722416952,1.2495214722417,0.5692512086208805,0.5692512086208812,0,0.0,28.54376173427413,26.94969182523161,35.64736640285869,32.72040387814641,0.09393112228944728,0.09393112228971656,1.5862158554032557,1.5881143048187891,-91.83270507987795,-91.83270507987795,0.02943,0.02943,185.1,185.1,2018-09-11,2018-09-11,2018-09-11,2018-09-11,0.03137,0.03137,199.34,199.34,0.028419999999999997,0.02842,176.0,176.0,0.031180000000000003,0.031180000000000006,196.98,197.01,1536624000,23160.61,23156.43203025,97665.56,97597.60228411,18162911.67,696.57
1033,64.90759915995038,64.90759931459809,23.9473584281296,23.946895018481182,6337.257617728533,6337.257617728533,1.0072314039190502,1.0072314039190502,0.9887628309022152,0.9887628309022152,0.3816494845360824,0.3811752577319588,1.0,1.0,0.4550271022316781,0.4550271022316769,1.2600737213887847,1.2600737213887896,0.5733676940418256,0.5733676940418263,0,0.0,28.276949233203503,26.692272374766286,35.543340314523576,32.621034108824965,0.08977538804210815,0.08977538804239828,2.1467508972126743,2.150578728808397,-76.03537214443624,-76.03537214443624,0.02888,0.02888,183.02,183.02,2018-09-12,2018-09-12,2018-09-12,2018-09-12,0.02945,0.02945,185.1,184.87,0.02682,0.02682,166.76,166.76,0.02943,0.02943,185.1,184.87,1536710400,38604.71,38604.2656516,136642.88,136637.79559144,23900734.59,1074.91
1034,56.263147777339924,56.20949048811547,24.598261397548924,24.597831088589672,6502.30273257599,6502.30273257599,1.1762995402850829,1.1762995402850824,1.1571412960332204,1.1571412960332204,0.4461192211600009,0.4461192211600009,1.0973854641400815,1.0973854641400815,0.5317791928647496,0.5317791928647481,1.2682936150291508,1.2682936150291562,0.6744521549157174,0.6744521549157181,1,1.0,32.590675123008474,31.19178474163456,38.09227740549881,35.38949402048514,0.05712396766884011,0.05712396766918155,3.210315624317709,3.2159395983155536,-33.64775239498896,-33.64775239498896,0.03257,0.03257,211.78,211.78,2018-09-13,2018-09-13,2018-09-13,2018-09-13,0.033280000000000004,0.033280000000000004,216.06,216.06,0.02888,0.02888,183.0,183.0,0.02888,0.02888,183.02,183.02,1536796800,27489.51,27489.4787619,210483.75,210480.75363642,42456507.88,849.29
1035,47.09760858386561,47.00981689194225,24.399099869152565,24.398700296547553,6453.729495512227,6453.729495512224,1.0007711987362384,1.0007711987362389,0.9846066672962508,0.9846066672962508,0.4721390306660481,0.4721390306660481,1.2116214919644999,1.2116214919644999,0.5288666270498612,0.5288666270498597,1.2762618343501675,1.2762618343501726,0.6749722915652417,0.6749722915652425,0,0.0,32.45035043410932,31.054739334124246,37.918837519711715,35.222103128028344,0.05145105078070858,0.05145105078109998,2.5865568228096945,2.5667194476480275,-26.865148861646233,-26.865148861646233,0.032310000000000005,0.032310000000000005,208.52,208.52,2018-09-14,2018-09-14,2018-09-14,2018-09-14,0.03412,0.03412,223.86,223.86,0.03143,0.03143,202.05,202.05,0.03257,0.032560000000000006,211.78,211.4,1536883200,17911.46,17891.65376689,174434.39,172662.48040865,37412593.47,587.24
1036,40.06710274216119,40.031925456228755,24.08773559278452,24.087364561079866,6484.210526315788,6484.210526315788,1.0807951809222125,1.080795180922213,1.0634951083828887,1.0634951083828887,0.4829222815492839,0.4829222815492839,1.2465819141280885,1.2465819141280885,0.5679385184016609,0.5679385184016592,1.284481992932569,1.2844819929325746,0.7295067999797359,0.7295067999797369,1,1.0,34.54095911399057,33.230760288076375,39.06857239054046,36.467471749762666,0.06438975889415406,0.06438975889442948,1.1390242393607894,1.1340063755258538,-10.07194244604316,-10.07194244604316,0.0342,0.0342,221.76,221.76,2018-09-15,2018-09-15,2018-09-15,2018-09-15,0.03477,0.03477,227.92,227.92,0.032119999999999996,0.03212,207.88,207.88,0.032310000000000005,0.032310000000000005,208.52,208.52,1536969600,12416.5,12415.93928627,77994.58,77438.19834458,17120648.2,421.0
