trade_id,action,open_ts,close_ts,open,close,duration,sl,tp,high,low,mr,sr,win,CMR,CSR
1536105600.0,Cash,2018-09-05,2018-09-09,285.0,196.13,4,False,False,287.42,188.4,0.8605212355212356,1.0,True,0.8605212355212356,1.0
1536451200.0,Buy,2018-09-09,2018-09-10,196.13,195.52,1,False,False,208.5,185.0,0.9968898179778719,0.9889022587059604,False,0.857844857844858,0.9889022587059604
1536537600.0,Sell,2018-09-10,2018-09-12,195.52,185.1,2,False,False,202.53,176.0,0.9467062193126022,1.0,True,0.8121270621270622,0.9889022587059604
1536710400.0,Buy,2018-09-12,2018-09-14,184.87,211.78,2,False,False,216.06,166.76,1.144138303619665,1.1369794991074809,True,0.9291856791856793,1.1243615947697594
1536883200.0,Cash,2018-09-14,2018-11-17,211.4,172.4,64,False,False,255.66,165.0,0.8140523184436684,1.0,True,0.7564057564057569,1.1243615947697594
1542412800.0,Sell,2018-11-17,2018-11-18,172.4,172.25,1,False,False,173.87,170.5,0.9991299303944315,1.0,True,0.7557476307476313,1.1243615947697594
1542499200.0,Cash,2018-11-18,2018-11-19,172.23,175.78,1,False,False,179.69,171.51,1.0204934687953555,1.0,False,0.7712355212355217,1.1243615947697594
1542585600.0,Sell,2018-11-19,2018-11-20,175.77,145.5,1,False,False,175.77,142.62,0.8277392194788941,1.0,True,0.6383818883818888,1.1243615947697594
1542672000.0,Buy,2018-11-20,2018-11-22,145.34,134.6,2,False,False,149.8,121.32,0.9250859106529209,0.8712519609192239,False,0.5905580905580909,0.9796022442254186
1542844800.0,Sell,2018-11-22,2018-11-23,134.6,123.29,1,False,False,136.76,122.24,0.9159732540861814,1.0,True,0.5409354159354164,0.9796022442254186
1542931200.0,Buy,2018-11-23,2018-11-24,123.29,121.19,1,False,False,125.73,116.27,0.9829669884013301,0.9750351204477248,False,0.5317216567216572,0.9551465921891926
1543017600.0,Cash,2018-11-24,2018-11-25,121.19,110.55,1,False,False,126.32,107.44,0.9122039772258437,1.0,True,0.48503861003861043,0.9551465921891926
1543104000.0,Cash,2018-11-25,2018-11-26,110.58,114.29,1,False,False,119.54,98.04,1.0338308457711443,1.0,False,0.5014478764478768,0.9551465921891926
1543190400.0,Sell,2018-11-26,2018-11-27,114.25,106.74,1,False,False,116.94,102.52,0.933939977250853,1.0,True,0.4683222183222186,0.9551465921891926
1543276800.0,Buy,2018-11-27,2018-11-28,106.79,108.63,1,False,False,111.85,99.0,1.0177065767284992,1.0091611574117425,True,0.4766146016146019,0.9638968404715272
1543363200.0,Sell,2018-11-28,2018-11-29,108.63,121.73,1,False,False,125.77,108.63,1.120592838074197,1.0,False,0.5340909090909095,0.9638968404715272
