time,date,open,high,low,close,volume,signal,ATR,ADX,PP,R1,S1,R2,S2,R3,S3,R4,S4,sl_price,sl,tp_price,tp,new_trade,trade_id,open_price,close_price,ctr,margin,summargin,fee,ctrf,SR,DR,ASR,CSR,CMR,y_pred,y_pred_val,y_pred_id,Price_Rise,date_to
1538956800,2018-10-08,224.5,230.69,222.59,227.92,51208.87272455,Sell,15.881771333486698,12.211528370170107,227.06666666666663,231.54333333333327,223.44333333333327,235.16666666666666,218.96666666666664,239.64333333333326,215.34333333333328,244.1199999999999,211.7199999999999,,False,0.0,False,True,1538956800.0,224.5,227.92,1.0,0,0,0.0,1.0,1.0,,,1.0,,False,0.9908346,99.0,0,2018-10-09
1539043200,2018-10-09,227.92,228.66,224.51,226.3,23762.82814036,Buy,15.043787666809077,12.529016003221214,226.49,228.47000000000003,224.32000000000002,230.64,222.34,232.62000000000003,220.17000000000002,234.60000000000005,218.00000000000003,,False,455.84,False,True,1539043200.0,227.92,226.3,0.992892242892243,0,0,0.007971568971568973,0.9849206739206741,0.9849206739206741,0.992892242892243,,0.9849206739206741,0.992892242892243,True,1.0035167,100.0,0,2018-10-10
1539129600,2018-10-10,226.31,226.31,221.0,223.33,38339.25638356,Sell,14.348517119179858,11.577682576215587,223.54666666666665,226.0933333333333,220.7833333333333,228.85666666666668,218.23666666666665,231.4033333333333,215.4733333333333,233.94999999999996,212.70999999999995,230.64,False,0.0,False,True,1539129600.0,226.31,223.33,1.0,0,0,0.0,1.0,1.0,0.9868758285461776,,0.9849206739206741,0.979861354861355,False,0.9998273,99.0,0,2018-10-11
1539216000,2018-10-11,223.33,223.33,184.11,188.2,193871.1605214,Sell,16.12505161066701,21.628571711836603,198.5466666666667,212.9833333333334,173.7633333333334,237.7666666666667,159.3266666666667,252.2033333333334,134.5433333333334,266.6400000000001,109.7600000000001,228.85666666666668,False,0.0,False,False,1539129600.0,226.31,188.2,1.0,0,0,0.0,1.0,1.0,0.8426991447633546,,0.9849206739206741,0.8257283257283258,False,0.9889347,98.0,0,2018-10-12
1539302400,2018-10-12,188.2,197.96,186.62,193.79,53519.44679542,Buy,15.78326220990508,30.004312658187455,192.79,198.95999999999998,187.61999999999998,204.13,181.45,210.29999999999998,176.27999999999997,216.46999999999997,171.10999999999996,228.85666666666668,False,376.4,False,True,1539302400.0,188.2,193.79,1.0297024442082892,0,0,0.008118809776833158,1.021583634431456,1.021583634431456,1.0297024442082892,,1.006178841690561,0.8502544752544754,True,1.0312649,103.0,1,2018-10-13
1539388800,2018-10-13,193.79,199.5,192.68,196.71,30064.34688345,Sell,15.14302919491186,35.83008910797312,196.29666666666665,199.9133333333333,193.0933333333333,203.11666666666662,189.47666666666666,206.7333333333333,186.2733333333333,210.34999999999994,183.06999999999996,204.13,False,0.0,False,True,1539388800.0,193.79,196.71,1.0,0,0,0.0,1.0,1.0,1.0150678569585634,,1.006178841690561,0.8630659880659882,False,0.9838961,98.0,1,2018-10-14
1539475200,2018-10-14,196.71,199.37,189.11,191.83,31626.0388181,Sell,14.794241395275296,41.273411101125575,193.4366666666667,197.76333333333338,187.5033333333334,203.69666666666672,183.1766666666667,208.02333333333337,177.2433333333334,212.35000000000005,171.3100000000001,203.11666666666662,False,0.0,False,False,1539388800.0,193.79,191.83,1.0,0,0,0.0,1.0,1.0,0.9751919068679783,,1.006178841690561,0.8416549666549669,False,0.98447865,98.0,0,2018-10-15
1539561600,2018-10-15,191.83,220.0,190.02,204.73,182745.52583687,Sell,15.878938438469918,34.53066418597102,204.91666666666666,219.8133333333333,189.83333333333331,234.89666666666662,174.93666666666667,249.7933333333333,159.85333333333332,264.68999999999994,144.76999999999998,203.69666666666672,False,0.0,False,False,1539388800.0,193.79,204.73,1.0,0,0,0.0,1.0,1.0,1.0672470416514621,,1.006178841690561,0.8982537732537734,False,0.99003667,99.0,1,2018-10-16
1539648000,2018-10-16,204.73,208.31,201.91,205.69,38700.28838694,Sell,15.201871407150637,28.911708423342223,205.30333333333337,208.69666666666674,202.29666666666674,211.70333333333335,198.90333333333336,215.09666666666675,195.89666666666673,218.49000000000012,192.8900000000001,234.89666666666662,False,0.0,False,False,1539388800.0,193.79,205.69,1.0,0,0,0.0,1.0,1.0,1.0046891027206566,,1.006178841690561,0.9024657774657777,False,0.97228545,97.0,1,2018-10-17
1539734400,2018-10-17,205.69,206.25,200.72,203.56,34194.06457547,Sell,14.51102344949702,24.512077532748307,203.51,206.29999999999998,200.76999999999998,209.04,197.98,211.82999999999998,195.23999999999998,214.61999999999998,192.49999999999997,211.70333333333335,False,0.0,False,False,1539388800.0,193.79,203.56,1.0,0,0,0.0,1.0,1.0,0.989644610822111,,1.006178841690561,0.8931203931203934,False,0.9838638,98.0,0,2018-10-18
1539820800,2018-10-18,203.57,205.26,196.09,199.09,46152.01213867,Sell,14.129521774532947,23.017054707765443,200.14666666666668,204.20333333333335,195.03333333333336,209.31666666666663,190.9766666666667,213.37333333333333,185.86333333333337,217.43,180.75000000000006,209.04,False,0.0,False,False,1539388800.0,193.79,199.09,1.0,0,0,0.0,1.0,1.0,0.9780408724700335,1.000650430835213,1.006178841690561,0.8735082485082488,False,0.9880034,98.0,0,2018-10-19
1539907200,2018-10-19,199.09,201.19,197.18,200.12,28144.29952844,Sell,13.406698790637735,21.77120235361306,199.49666666666667,201.81333333333333,197.80333333333334,203.50666666666666,195.48666666666668,205.82333333333332,193.79333333333335,208.14,192.10000000000002,209.31666666666663,False,0.0,False,False,1539388800.0,193.79,200.12,1.0,0,0,0.0,1.0,1.0,1.0051735396052037,1.000650430835213,1.006178841690561,0.8780273780273784,False,0.9866753,98.0,1,2018-10-20
1539993600,2018-10-20,200.06,204.1,198.56,202.59,24658.25220001,Sell,12.84479173416361,18.655152905884954,201.75,204.94,199.4,207.29000000000002,196.21,210.48,193.86,213.67,191.51000000000002,203.50666666666666,False,0.0,False,False,1539388800.0,193.79,202.59,1.0,0,0,0.0,1.0,1.0,1.012342594443334,1.0021583634431457,1.006178841690561,0.8888645138645143,False,0.9886983,98.0,1,2018-10-21
1540080000,2018-10-21,202.59,206.36,201.45,202.11,20007.67808791,Sell,12.27802089600907,16.603147522808282,203.3066666666667,205.1633333333334,200.2533333333334,208.21666666666675,198.39666666666668,210.07333333333344,195.34333333333336,211.93000000000015,192.29000000000005,207.29000000000002,False,0.0,False,False,1539388800.0,193.79,202.11,1.0,0,0,0.0,1.0,1.0,0.9976306826595588,1.0021583634431457,1.006178841690561,0.8867585117585122,False,0.98903227,98.0,0,2018-10-22
1540166400,2018-10-22,202.11,203.93,199.5,201.15,21349.67240121,Sell,11.717447974865564,14.310615364676726,201.52666666666667,203.55333333333334,199.12333333333333,205.9566666666667,197.09666666666666,207.98333333333335,194.69333333333333,210.01000000000002,192.29,208.21666666666675,False,0.0,False,False,1539388800.0,193.79,201.15,1.0,0,0,0.0,1.0,1.0,0.9952501113255158,1.0021583634431457,1.006178841690561,0.8825465075465079,False,0.9903847,99.0,0,2018-10-23
1540252800,2018-10-23,201.13,202.32,197.75,201.12,29949.9092816,Sell,11.20691597666088,13.77894121500909,200.39666666666668,203.04333333333335,198.47333333333336,204.9666666666667,195.82666666666668,207.61333333333334,193.90333333333336,210.26000000000002,191.98000000000005,205.9566666666667,False,0.0,False,False,1539388800.0,193.79,201.12,1.0,0,0,0.0,1.0,1.0,0.9998508575689784,1.0,1.006178841690561,0.8824148824148828,False,0.99036276,99.0,0,2018-10-24
1540339200,2018-10-24,201.12,202.98,200.13,200.8,21917.01003424,Sell,10.609993406899388,12.648653905818783,201.30333333333337,202.47666666666674,199.62666666666675,204.15333333333336,198.45333333333338,205.32666666666674,196.77666666666676,206.5000000000001,195.10000000000014,204.9666666666667,False,0.0,False,False,1539388800.0,193.79,200.8,1.0,0,0,0.0,1.0,1.0,0.9984089101034209,1.0,1.006178841690561,0.8810108810108814,False,0.9904902,99.0,0,2018-10-25
1540425600,2018-10-25,200.8,200.94,198.2,199.6,23445.69647133,Sell,10.04785102069229,13.492558842751317,199.58,200.96000000000004,198.22000000000003,202.32,196.84,203.70000000000005,195.48000000000002,205.08000000000007,194.12000000000003,204.15333333333336,False,0.0,False,False,1539388800.0,193.79,199.6,1.0,0,0,0.0,1.0,1.0,0.99402390438247,1.0,1.006178841690561,0.875745875745876,False,0.9918095,99.0,0,2018-10-26
1540512000,2018-10-26,199.6,205.59,198.32,200.71,34838.47342388,Sell,9.849433090642842,13.193821142576553,201.54,204.76,197.48999999999998,208.81,194.26999999999998,212.03,190.21999999999997,215.25,186.16999999999996,202.32,False,0.0,False,False,1539388800.0,193.79,200.71,1.0,0,0,0.0,1.0,1.0,1.0055611222444891,1.0,1.006178841690561,0.8806160056160061,False,0.9926746,99.0,1,2018-10-27
1540598400,2018-10-27,200.71,201.91,200.03,201.43,12405.5290735,Sell,9.280187869882639,12.944873059097583,201.12333333333333,202.21666666666667,200.33666666666667,203.0033333333333,199.24333333333334,204.09666666666666,198.45666666666668,205.19,197.67000000000002,208.81,False,0.0,False,False,1539388800.0,193.79,201.43,1.0,0,0,0.0,1.0,1.0,1.0035872652085098,1.0,1.006178841690561,0.8837750087750093,False,0.9916965,99.0,1,2018-10-28
