time,close,high,low,open,volume,volumeto,date,VOL,HH,LL,DR,MA,MA2,STD,RSI,WR,DMA,MAR,close_btc,high_btc,low_btc,open_btc,volume_btc,volumeto_btc,date_btc,RSI_BTC,BTC/ETH
1447459200,0.88,0.91,0.8736,0.9,94.91,85.62,2015-11-14,0.050974340695249344,0.6791044776119403,2.125547445255475,0.9777777777777777,1.2035603503454764,0.8973987673004207,0.09608250463927884,42.71633804121136,-56.896551724137936,0.9724901359719265,1.3411655934920206,0.00267,0.0028,0.00261,0.00268,87646.52,236.74,2015-11-14,41.18286543598761,329.5880149812734
1447545600,0.9193,0.9193,0.8746,0.88,616.07,551.93,2015-11-15,0.32877140718186076,0.686044776119403,2.127980535279806,1.044659090909091,1.252206651556098,0.9577987195315716,0.08008516146925679,43.18134273422706,-45.60344827586208,1.0404186638390487,1.3073797511114984,0.00285,0.00287,0.00266,0.00267,62225.19,171.65,2015-11-15,41.89510835571959,322.56140350877195
1447632000,0.925,0.925,0.6612,0.9193,2709.0,2423.96,2015-11-16,1.399894736597326,0.6902985074626865,1.6087591240875914,1.0062003698466224,1.2523218724445866,0.966506627100846,0.06435966713421108,43.24952199941469,-22.13695395513576,1.0000920142760346,1.2957199023053552,0.00284,0.00294,0.00273,0.00285,88935.96,251.6,2015-11-16,41.86636807641728,325.7042253521127
1447718400,1.0,1.0,0.9224,0.925,6762.89,6644.58,2015-11-17,3.1817681047847355,0.7462686567164178,2.2442822384428225,1.081081081081081,1.3393550737448907,1.0470601169566152,0.07527630690298626,44.149330446603756,-0.0,1.0694974696324768,1.2791577599554265,0.003,0.0031,0.0026,0.00284,171657.2,492.15,2015-11-17,42.51025844604007,333.3333333333333
1447804800,0.9973,1.0,0.95,1.0,1620.68,1582.59,2015-11-18,0.7502136864729733,0.7462686567164178,2.3114355231143553,0.9973,1.324537613786985,1.0464540391258181,0.05089616272861427,44.1236307374442,-0.7969303423848983,0.9889368695065488,1.2657389280980473,0.00297,0.00305,0.00282,0.003,80497.5,235.84,2015-11-18,42.42036375219513,335.7912457912458
1447891200,0.94,1.0,0.92,0.9973,910.23,886.03,2015-11-19,0.4237519526653665,0.7462686567164178,2.2384428223844286,0.9425448711521107,1.240976516499707,0.986847630725816,0.04892154862835805,43.57434323362634,-17.709563164108634,0.9369130054009047,1.2575158290515243,0.00291,0.00302,0.0028,0.00297,91977.24,267.75,2015-11-19,42.23807981566867,323.02405498281786
1447977600,0.92,0.94,0.91,0.94,135.74,125.98,2015-11-20,0.06378679964746682,0.7014925373134328,2.2141119221411194,0.9787234042553192,1.2061271257990596,0.969596816349932,0.047661967841289635,43.3819953998742,-23.612750885478146,0.9719177677922999,1.2439470772393324,0.00294,0.00299,0.00274,0.00291,131290.07,376.73,2015-11-20,42.36443947908067,312.9251700680272
1448064000,0.96,0.96,0.92,0.92,132.61,126.1,2015-11-21,0.0650723507282426,0.7164179104477612,2.2384428223844286,1.0434782608695652,1.2488974577131131,1.0217135413229916,0.03654641429268143,43.88749408900782,-11.806375442739089,1.0354608821899418,1.2223557848670055,0.003,0.00305,0.00286,0.00294,74658.81,221.13,2015-11-21,42.62060855178055,320.0
1448150400,0.97,0.97,0.8827,0.96,6.8,6.418,2015-11-22,0.0035306972928118904,0.7238805970149254,2.1476885644768857,1.0104166666666667,1.2524435561133453,1.0415011359878372,0.0334266063145394,44.01500608461614,-8.854781582054317,1.002839383152181,1.2025369083495379,0.00298,0.00309,0.00292,0.003,89457.31,269.01,2015-11-22,42.55627279280254,325.503355704698
1448236800,0.92,0.97,0.92,0.97,3.2,2.944,2015-11-23,0.0016699461103171624,0.7238805970149254,2.2384428223844286,0.9484536082474228,1.1784356522897521,0.9971299997398795,0.03623618245724613,43.51054251861121,-68.2011935208866,0.9409091903085367,1.1818274975150378,0.00293,0.00304,0.0028,0.00298,51002.58,149.21,2015-11-23,42.3930273199109,313.9931740614335
1448323200,0.91,0.95,0.91,0.92,4.2,3.892,2015-11-24,0.0022306864379841294,0.708955223880597,2.2141119221411194,0.9891304347826086,1.1566718356763357,0.9936038119446469,0.03499424707527231,43.409008208413866,-76.72634271099744,0.9815316037230133,1.1641177517350076,0.00286,0.00297,0.0028,0.00293,152467.45,435.15,2015-11-24,42.16198021963925,318.1818181818182
