date,MR,SR,CMR,CSR
2018-10,0.8638118638118643,1.021583634431456,0.8638118638118643,1.021583634431456
2018-11,0.5670459162941895,0.7230676295887901,0.48982098982099026,0.738674056975054
2018-12,1.172160515944106,1.4496591646896773,0.5741488241488246,1.0708256164123917
2019-01,0.8076570380559376,1.1502012626710496,0.46371533871533904,1.231664976098038
2019-02,1.27277888163497,0.9846885983424346,0.5902070902070906,1.2128064589414453
2019-03,1.0503270889087122,0.9270975813584902,0.6199104949104952,1.124389934740569
2019-04,1.1349706277868217,1.1382318592834981,0.7035802035802041,1.279816445979409
2019-05,1.6684958842604154,1.8189895898281399,1.1739206739206758,2.327972792127393
2019-06,1.0820002989983555,0.9800283270765405,1.270182520182522,2.2814792809483118
2019-07,0.755371329879102,0.9719223307492678,0.9594594594594611,2.217420660295447
2019-08,0.7861715749039692,1.0,0.7542997542997555,2.217420660295447
2019-09,1.0558980921358774,1.0414265344254159,0.7964636714636729,2.309280713614805
2019-10,1.0050680328320385,0.9291282841349332,0.8005001755001767,2.1456180270268175
2019-11,0.831679912304741,0.9348104439956981,0.6657599157599168,2.005746140490113
2019-12,0.8474364043759063,1.0830511704312114,0.5641891891891901,2.172325705045702
2020-01,1.3973092775487987,1.1526984599020884,0.7883467883467898,2.504036494611899
2020-02,1.2120436331255562,1.2605056446728953,0.955510705510707,3.156352135925229
2020-03,0.6111672329874183,1.0135959762820401,0.5839768339768346,3.1992658247030348
2020-04,1.5492111194590532,1.0637830727798632,0.9047034047034056,3.4033248296421976
2020-05,1.1239573229873911,0.9904765814869475,1.016848016848018,3.370913542953652
2020-06,1.0041853641698308,1.0042005246612342,1.0211038961038974,3.3850731484217174
