trade_id,action,open_ts,close_ts,open,close,duration,sl,tp,high,low,mr,sr,win,CMR,CSR
1540944000.0,Sell,2018-10-31,2018-11-07,195.29,218.43,7,False,False,219.3,191.65,1.1094575375863476,1.0,False,1.1094575375863476,1.0
1541548800.0,Buy,2018-11-07,2018-11-09,218.51,210.1,2,False,False,223.17,209.97,0.9618642127912832,0.953666010708892,False,1.0671475010158478,0.953666010708892
1541721600.0,Sell,2018-11-09,2018-11-15,210.1,177.8,6,False,False,213.5,165.0,0.8462636839600193,1.0,True,0.9030881755383997,0.953666010708892
1542240000.0,Buy,2018-11-15,2018-11-17,177.78,172.4,2,False,False,181.05,165.0,0.96962879640045,0.9618589267634154,False,0.8756603006907768,0.9172921655512027
1542412800.0,Sell,2018-11-17,2018-11-20,172.4,145.5,3,False,False,179.69,142.62,0.843967517401392,1.0,True,0.7390288500609513,0.9172921655512027
1542672000.0,Buy,2018-11-20,2018-11-22,145.34,134.6,2,False,False,149.8,121.32,0.9250859106529209,0.9183998899133068,False,0.6836651767574161,0.8424410238605634
1542844800.0,Sell,2018-11-22,2018-11-23,134.6,123.29,1,False,False,136.76,122.24,0.9159732540861814,1.0,True,0.6262190166598948,0.8424410238605634
1542931200.0,Buy,2018-11-23,2018-11-27,123.29,106.74,4,False,False,126.32,98.04,0.8657636466866735,0.8583005920999269,False,0.5421576594880132,0.7230676295887902
1543276800.0,Cash,2018-11-27,2018-12-07,106.79,89.09,10,False,False,125.77,88.88,0.8346449316095186,1.0,True,0.45250914262494946,0.7230676295887902
1544140800.0,Buy,2018-12-07,2018-12-08,89.09,92.51,1,False,False,103.9,81.0,1.0383881468178247,1.0302345942305533,True,0.469880130028444,0.7449292859706553
1544227200.0,Sell,2018-12-08,2018-12-20,92.57,99.4,12,False,False,107.8,80.56,1.0744784347638094,1.0,False,0.5048760666395777,0.7449292859706553
1545264000.0,Buy,2018-12-20,2018-12-21,99.4,114.24,1,False,False,117.77,98.54,1.1492957746478871,1.1406985915492955,True,0.5802519301097118,0.8497397873105489
1545350400.0,Sell,2018-12-21,2018-12-22,114.24,107.68,1,False,False,119.0,105.1,0.942577030812325,1.0,True,0.5469321414059328,0.8497397873105489
1545436800.0,Buy,2018-12-22,2018-12-23,107.74,116.17,1,False,False,116.24,105.34,1.0788447251114412,1.0699309448672731,True,0.5900548557496955,0.9091628935284913
1545523200.0,Sell,2018-12-23,2018-12-25,116.17,139.4,2,False,False,159.2,115.86,1.199965567702505,1.0,False,0.708045509955303,0.9091628935284913
1545696000.0,Buy,2018-12-25,2018-12-26,139.4,129.12,1,True,False,140.22,120.99,0.9262553802008608,0.9427858823529411,False,0.6558309630231616,0.8571459407778118
1545782400.0,Buy,2018-12-26,2018-12-27,129.12,130.34,1,False,False,137.46,123.2,1.009448574969021,1.0014107806691448,True,0.6620276310442911,0.8583551857016971
1545868800.0,Sell,2018-12-27,2018-12-28,130.34,114.41,1,False,False,131.77,112.43,0.8777811876630351,1.0,True,0.5811154002438035,0.8583551857016971
1545955200.0,Buy,2018-12-28,2018-12-29,114.53,137.18,1,False,False,138.86,113.03,1.199021064592256,1.1889737186763294,True,0.6967696058512802,1.020561757088858
1546041600.0,Sell,2018-12-29,2018-12-30,137.17,133.95,1,False,False,147.0,130.98,0.9764542936288088,1.0,True,0.6803636733035353,1.020561757088858
1546128000.0,Buy,2018-12-30,2018-12-31,134.0,138.72,1,False,False,140.54,128.14,1.0356103023516239,1.0270829850746268,True,0.7045916294189356,1.0482016159238305
1546214400.0,Sell,2018-12-31,2019-01-01,138.72,130.86,1,False,False,139.18,127.78,0.9433391003460209,1.0,True,0.6646688338073956,1.0482016159238305
1546300800.0,Buy,2019-01-01,2019-01-02,130.86,139.91,1,False,False,141.35,129.52,1.0691578786489377,1.060881247134342,True,0.7106359203575784,1.112017437549506
1546387200.0,Sell,2019-01-02,2019-01-04,139.91,146.98,2,False,False,157.09,138.68,1.0505324851690372,1.0,False,0.7465461194636328,1.112017437549506
1546560000.0,Buy,2019-01-04,2019-01-10,146.98,149.29,6,False,False,161.0,144.77,1.0157164240032657,1.0076535583072526,True,0.7582791548151159,1.1205283278464728
1547078400.0,Sell,2019-01-10,2019-01-11,149.29,126.4,1,False,False,150.93,122.0,0.8466742581552683,1.0,True,0.6420154408776921,1.1205283278464728
1547164800.0,Buy,2019-01-11,2019-01-12,126.4,125.92,1,False,False,128.98,120.71,0.9962025316455696,0.9882177215189873,False,0.6395774075579034,1.1073259510419222
1547251200.0,Sell,2019-01-12,2019-01-14,125.92,115.32,2,False,False,127.99,113.5,0.9158195679796696,1.0,True,0.5857375050792362,1.1073259510419222
1547424000.0,Buy,2019-01-14,2019-01-15,115.32,128.31,1,False,False,131.7,115.28,1.1126430801248701,1.1041925078043706,True,0.6517167817960181,1.2227010188378398
1547510400.0,Sell,2019-01-15,2019-01-16,128.31,120.0,1,False,False,130.44,116.72,0.9352349777881692,1.0,True,0.6095083299471761,1.2227010188378398
1547596800.0,Buy,2019-01-16,2019-01-17,119.92,122.14,1,False,False,128.88,119.01,1.0178333333333334,1.0104382921947965,True,0.6203778951645674,1.2354639293393446
1547683200.0,Sell,2019-01-17,2019-01-29,122.18,105.43,12,False,False,126.49,101.0,0.8631897822171277,1.0,True,0.5355038602194231,1.2354639293393446
1548720000.0,Buy,2019-01-29,2019-01-30,105.54,103.83,1,False,False,106.0,102.0,0.9848240538746087,0.9758624218305855,False,0.527377082486794,1.2056428221694242
1548806400.0,Sell,2019-01-30,2019-02-11,103.79,123.98,12,False,False,125.1,100.03,1.1940672252720794,1.0,False,0.6297236895570907,1.2056428221694242
1549843200.0,Buy,2019-02-11,2019-02-15,124.0,119.37,4,False,False,125.44,115.0,0.9628165833198903,0.9548106451612903,False,0.6063084112149533,1.1511606008696667
1550188800.0,Sell,2019-02-15,2019-02-18,119.37,132.32,3,False,False,134.4,119.03,1.1084862193180867,1.0,False,0.6720845184884193,1.1511606008696667
1550448000.0,Buy,2019-02-18,2019-02-26,132.32,137.54,8,False,False,166.62,131.01,1.0394498186215233,1.0312920193470374,True,0.6985981308411213,1.1871827406636275
1551139200.0,Sell,2019-02-26,2019-03-06,137.57,136.49,8,False,False,139.95,122.55,0.9923658572051769,1.0,True,0.6932649329540836,1.1871827406636275
1551830400.0,Buy,2019-03-06,2019-03-10,136.49,136.41,4,False,False,140.61,129.39,0.999413876474467,0.9914162209685691,False,0.6928585940674522,1.1769922263478423
1552176000.0,Sell,2019-03-10,2019-03-17,136.41,140.4,7,False,False,143.75,127.45,1.0292500549813062,1.0,False,0.7131247460381956,1.1769922263478423
1552780800.0,Buy,2019-03-17,2019-03-19,140.4,136.85,2,False,False,141.36,135.03,0.9747150997150995,0.9668162393162392,False,0.6950934579439249,1.1379351979820687
1552953600.0,Sell,2019-03-19,2019-03-28,136.85,139.1,9,False,False,139.8,130.59,1.0164413591523567,1.0,False,0.7065217391304345,1.1379351979820687
1553731200.0,Buy,2019-03-28,2019-04-13,139.1,164.18,16,False,False,187.81,136.75,1.1803019410496047,1.2500752059456917,True,0.8339089800893943,1.422504576970286
1555113600.0,Sell,2019-04-13,2019-04-16,164.18,160.19,3,False,False,169.52,155.0,0.9756974052868803,1.0,True,0.8136428281186507,1.422504576970286
1555372800.0,Buy,2019-04-16,2019-04-17,160.01,166.37,1,False,False,168.11,159.48,1.038579187215182,1.0315885257171427,True,0.8450325071109303,1.467439399382665
1555459200.0,Sell,2019-04-17,2019-04-18,166.33,166.57,1,False,False,168.4,164.17,1.0012021398088597,1.0,False,0.8460483543275089,1.467439399382665
1555545600.0,Buy,2019-04-18,2019-04-26,166.57,152.1,8,True,False,178.0,146.5,0.9131296151768026,0.9000907918592782,False,0.7725518082080454,1.3208286909958467
1556236800.0,Buy,2019-04-26,2019-04-27,152.09,153.07,1,True,False,156.0,148.18,1.0063773833004601,0.9881545716352158,False,0.7774786672084516,1.3051829093545038
1556323200.0,Sell,2019-04-27,2019-05-02,153.07,158.36,5,False,False,163.08,149.0,1.0345593519304894,1.0,False,0.8043478260869563,1.3051829093545038
1556755200.0,Buy,2019-05-02,2019-06-06,158.36,245.88,35,False,False,288.9,154.6,1.5526648143470587,1.6712483154050068,True,1.2488825680617643,2.1812847385541203
1559779200.0,Sell,2019-06-06,2019-06-07,245.88,249.29,1,False,False,251.62,235.22,1.0138685537660648,1.0,False,1.26620276310443,2.1812847385541203
1559865600.0,Buy,2019-06-07,2019-06-10,249.29,231.25,3,False,False,255.0,226.56,0.9276344819286775,0.9199239440009628,False,1.1745733441690378,2.0066160596798155
1560124800.0,Sell,2019-06-10,2019-06-11,231.21,247.82,1,False,False,248.24,227.39,1.071654054054054,1.0,False,1.258736286062577,2.0066160596798155
1560211200.0,Buy,2019-06-11,2019-07-04,247.82,302.1,23,False,False,363.29,237.55,1.219029941086273,1.2101538213219274,True,1.5344372206420174,2.4283140925474775
1562198400.0,Sell,2019-07-04,2019-07-05,302.1,282.57,1,False,False,303.79,280.0,0.9353525322740813,1.0,True,1.4352397399431143,2.4283140925474775
